acc_x, acc_y, angular_z, stamp, 
0.009553730487823486,0.000276029109954834,0.001246712957533916,1759520228041265069,
-0.023093104362487793,-0.02690112590789795,-0.0004661481636081288,1759520228073738177,
-0.021180331707000732,-0.017842590808868408,0.0013931250783574512,1759520228101057112,
0.01636594533920288,0.012614071369171143,0.000550766437394579,1759520228130873681,
0.030565321445465088,-0.005618572235107422,4.008110253323015e-06,1759520228160853115,
0.015581786632537842,-0.01670438051223755,3.959944954355427e-06,1759520228191180674,
0.015125155448913574,-0.007643282413482666,4.037475062556677e-06,1759520228220905207,
-0.026674091815948486,0.021075546741485596,3.992584709571039e-06,1759520228250942387,
0.017810940742492676,0.004723787307739258,3.953854123539589e-06,1759520228281255661,
0.024577856063842773,-0.013250589370727539,3.737477150149862e-06,1759520228313310089,
0.020339548587799072,0.002961397171020508,2.164589092668002e-06,1759520228341082251,
-0.012744426727294922,-0.0043547749519348145,1.0110500463190968e-06,1759520228370995642,
-0.01104283332824707,0.010020792484283447,1.0055032364749467e-06,1759520228401020972,
0.03360801935195923,0.020785868167877197,1.004890895603748e-06,1759520228431036078,
0.029519617557525635,-0.020602107048034668,1.002087564094492e-06,1759520228461096695,
-0.0030817389488220215,-0.004242002964019775,9.411525067670136e-09,1759520228490115493,
-0.021023690700531006,-0.007539212703704834,9.519281760197212e-07,1759520228521669688,
0.018120884895324707,0.022979736328125,9.278610444642087e-07,1759520228554019268,
-0.02865278720855713,-0.009405195713043213,1.095610819788773e-06,1759520228581394346,
0.009056627750396729,0.0014709830284118652,1.0423412619952487e-06,1759520228610144928,
0.008534073829650879,0.003125786781311035,9.559600389621266e-07,1759520228641478244,
0.006380259990692139,-0.009847283363342285,1.0020202635926863e-06,1759520228731354453,
-0.004715383052825928,-0.009883880615234375,9.953022801955965e-07,1759520228761395425,
-0.021198034286499023,-0.011672437191009521,9.195233484591374e-07,1759520228793898182,
-0.01841837167739868,0.012203633785247803,1.0142669571656926e-06,1759520228823317410,
0.02811485528945923,-0.0001189112663269043,-0.0013122967293030363,1759520228851341377,
0.05601257085800171,0.02361464500427246,0.0030290171645254165,1759520228881340845,
0.9100896716117859,0.3808087110519409,0.13037017569278028,1759520228911381076,
1.318358063697815,0.23292815685272217,0.2473261577751397,1759520228941460636,
0.6122494339942932,-0.20295506715774536,0.2640050761125854,1759520228971437707,
0.44032609462738037,-0.22085201740264893,0.3070254248788581,1759520229001495204,
0.5503787398338318,0.5967147350311279,0.34635408584532645,1759520229034221227,
0.8289264440536499,0.2543872594833374,0.42235562066635773,1759520229063127525,
0.33520352840423584,0.022202670574188232,0.5163410026399852,1759520229091452708,
0.8157361745834351,0.08603906631469727,0.5760254568878513,1759520229121459575,
0.2702926993370056,0.32081133127212524,0.6155981680825595,1759520229150645508,
0.3931315541267395,0.29635465145111084,0.6380194266675625,1759520229181520241,
0.7353054881095886,-0.20022982358932495,0.7492379915311407,1759520229211555661,
-0.07537353038787842,0.4140856862068176,0.770815039193669,1759520229241606225,
0.6254186034202576,0.5375131964683533,0.8307847763659931,1759520229272292855,
0.25013917684555054,0.1544533371925354,0.8722239367732096,1759520229304502908,
0.5388393402099609,-0.03782856464385986,1.0887776583189075,1759520229331660332,
0.14142441749572754,0.0038063526153564453,0.937987100130444,1759520229361655386,
-0.2759627103805542,0.7177839279174805,0.9531775076828707,1759520229391702744,
-0.038403868675231934,0.5224006772041321,0.9795415657087826,1759520229421685179,
-0.48507630825042725,0.4590420126914978,0.9845807735848442,1759520229451687528,
0.14370989799499512,0.3648398518562317,0.9999248382975593,1759520229481856768,
-0.10188716650009155,0.32396143674850464,0.9579894739007139,1759520229513281576,
-0.11931008100509644,0.3486931324005127,0.9663856525094991,1759520229544847240,
-0.023703932762145996,0.49769532680511475,1.1224428848424168,1759520229571837170,
-0.43441230058670044,0.23294222354888916,0.9948575825996521,1759520229601770916,
0.4354482889175415,0.22845536470413208,0.9971685214818451,1759520229631849296,
-0.2321242094039917,-0.09429675340652466,0.9809976457337255,1759520229661842977,
0.42632174491882324,0.7524556517601013,0.9715618847386994,1759520229691862004,
0.2161046266555786,0.29593712091445923,0.988693094514188,1759520229721924847,
-0.25314611196517944,0.17234808206558228,0.9333699016312382,1759520229753319097,
-0.04551291465759277,-0.049272358417510986,0.9114022675278224,1759520229785584345,
-0.20568150281906128,-0.11691838502883911,1.1393146626544763,1759520229812089737,
0.17768508195877075,0.5905326008796692,0.9671185825440588,1759520229842030648,
-0.02285557985305786,0.09030097723007202,0.9730912228925815,1759520229872037508,
-0.1954408884048462,0.2828209400177002,0.9699847987281629,1759520229902035571,
0.23216038942337036,0.7451202869415283,0.9699807842179013,1759520229932028775,
0.22160470485687256,0.584553062915802,0.9667393559900892,1759520229962051774,
-0.0012208223342895508,0.1768721342086792,0.8970646516990297,1759520229993765910,
0.29876208305358887,0.4752146005630493,0.9038592532785078,1759520230025346983,
-0.28366899490356445,-0.1144721508026123,1.0645390756418542,1759520230052209312,
0.027266263961791992,0.6194697022438049,0.9876717854789685,1759520230081190741,
-0.158816397190094,0.2609151601791382,0.96151364042012,1759520230111198968,
0.13048624992370605,0.12193995714187622,0.9443145080614224,1759520230142217717,
-0.05981487035751343,0.37302273511886597,0.9543577364415682,1759520230172422558,
0.184664785861969,0.09330606460571289,0.9402064699730015,1759520230202293792,
-0.2205154299736023,0.4227715730667114,0.9089987064308864,1759520230233584855,
-0.40016674995422363,0.6923177242279053,0.9042833790636893,1759520230265350375,
0.2107713222503662,-0.2093990445137024,1.0974924109706659,1759520230292331641,
-0.33548784255981445,0.15666139125823975,0.9740605250156635,1759520230322325436,
-0.18023234605789185,0.3500908613204956,0.9669640943738077,1759520230352328553,
-0.178144633769989,0.4850790500640869,0.9656559012296936,1759520230382351451,
-0.15688598155975342,0.742021918296814,0.9518781741763903,1759520230412366982,
0.22182822227478027,-0.05798792839050293,0.9781694571251595,1759520230442452194,
-0.17018014192581177,0.08856832981109619,0.9349417500177656,1759520230473377347,
-0.2989662289619446,0.22191745042800903,0.8563555646820448,1759520230506069477,
0.37824732065200806,0.3174489736557007,1.0590494654499498,1759520230532465681,
-0.49718570709228516,0.4372296929359436,0.9413845067927629,1759520230562459894,
1.079390525817871,0.31541842222213745,0.9538879610992653,1759520230592468851,
