e, e_dot, e_int, stamp, 
2.6782415807447233, 0.0, 0.24294663891308818, builtin_interfaces.msg.Time(sec=1761341668, nanosec=696801539), 
2.6782415807447233, 0.0, 0.31994596383862783, builtin_interfaces.msg.Time(sec=1761341668, nanosec=766003667), 
2.6782415807447233, 0.0, 0.29426074058132273, builtin_interfaces.msg.Time(sec=1761341668, nanosec=806672412), 
2.6782415807447233, 0.0, 0.2457264608405074, builtin_interfaces.msg.Time(sec=1761341668, nanosec=857752844), 
2.6782415807447233, 0.0, 0.2675578042710257, builtin_interfaces.msg.Time(sec=1761341668, nanosec=906572961), 
2.6782415807447233, 0.0, 0.26514532995882145, builtin_interfaces.msg.Time(sec=1761341668, nanosec=956752625), 
2.6782415807447233, 0.0, 0.2968258130640731, builtin_interfaces.msg.Time(sec=1761341669, nanosec=17401579), 
2.6782415807447233, 0.0, 0.24411406834868535, builtin_interfaces.msg.Time(sec=1761341669, nanosec=47899768), 
2.678185375132272, -0.0006143054641850293, 0.2651489012571986, builtin_interfaces.msg.Time(sec=1761341669, nanosec=116403386), 
2.671294585475041, -0.03353005217539994, 0.4273611107441438, builtin_interfaces.msg.Time(sec=1761341669, nanosec=207606769), 
2.6557871211861315, -0.05667722613940566, 0.5102088289389489, builtin_interfaces.msg.Time(sec=1761341669, nanosec=307605812), 
2.6339594119382754, -0.0727597271367755, 0.5227093760949115, builtin_interfaces.msg.Time(sec=1761341669, nanosec=404582027), 
2.600989867976631, -0.11332518996761093, 0.5450341420618937, builtin_interfaces.msg.Time(sec=1761341669, nanosec=514823788), 
2.5736618446010757, -0.08263058429541072, 0.5258488672655836, builtin_interfaces.msg.Time(sec=1761341669, nanosec=606608556), 
2.544332733952724, -0.10651408103049492, 0.4933508451452044, builtin_interfaces.msg.Time(sec=1761341669, nanosec=706565661), 
2.515274738818927, -0.09690154969906685, 0.5037224930167301, builtin_interfaces.msg.Time(sec=1761341669, nanosec=804579755), 
2.487855564946891, -0.09324908542246983, 0.4766493912558733, builtin_interfaces.msg.Time(sec=1761341669, nanosec=896026433), 
2.4562631075986685, -0.1151580281142004, 0.5023528244236967, builtin_interfaces.msg.Time(sec=1761341670, nanosec=6614745), 
