x, y, th, stamp, 
-2.7181389331817627, -1.3968387842178345, -3.115455864460706, 1759350502874569572
-2.7181389331817627, -1.3968387842178345, -3.115455864460706, 1759350502924762816
-2.7181389331817627, -1.3968387842178345, -3.115455864460706, 1759350502974771102
-2.7181389331817627, -1.3968387842178345, -3.115455864460706, 1759350503014698547
-2.719815731048584, -1.396836280822754, -3.111697678666191, 1759350503064952243
-2.7246758937835693, -1.39713454246521, -3.111085416902374, 1759350503114811858
-2.731767416000366, -1.397148847579956, -3.111181740925127, 1759350503164147704
-2.7405049800872803, -1.3973839282989502, -3.1121883390575005, 1759350503209610748
-2.7503018379211426, -1.3975615501403809, -3.1125936478985294, 1759350503254913865
-2.7695186138153076, -1.398058533668518, -3.1126255986894207, 1759350503324791845
-2.7848854064941406, -1.3984440565109253, -3.1120855781168366, 1759350503370803662
-2.801245927810669, -1.3988181352615356, -3.1112308541915277, 1759350503414911341
-2.821150541305542, -1.3992825746536255, -3.1094212462798305, 1759350503464965606
-2.8419766426086426, -1.400094985961914, -3.1064577086587644, 1759350503514748765
-2.862997055053711, -1.4007985591888428, -3.1040794884883245, 1759350503564510804
-2.8880412578582764, -1.4019713401794434, -3.1011013987772453, 1759350503624792930
-2.900611162185669, -1.4025501012802124, -3.1004528994172755, 1759350503654146553
-2.9218058586120605, -1.4035662412643433, -3.0962245515199607, 1759350503705001234
-2.950178384780884, -1.404957890510559, -3.093587393235773, 1759350503771748838
-2.9682528972625732, -1.4057551622390747, -3.091267828897761, 1759350503814830231
-2.9893617630004883, -1.4067801237106323, -3.0886297255919097, 1759350503864859241
-3.010416269302368, -1.407941460609436, -3.085143556800657, 1759350503914766205
-3.0300984382629395, -1.4090262651443481, -3.082605120608691, 1759350503961930614
-3.0508224964141846, -1.410110592842102, -3.079213367159973, 1759350504011267401
-3.06887149810791, -1.4113346338272095, -3.0765404725557297, 1759350504054914582
-3.09657621383667, -1.413044810295105, -3.0731449111851417, 1759350504121824770
-3.117587089538574, -1.4146333932876587, -3.071566095601147, 1759350504171696368
-3.135094404220581, -1.4158127307891846, -3.0703651870150814, 1759350504214722877
-3.1565611362457275, -1.4174083471298218, -3.0680115154720604, 1759350504264812722
-3.1770150661468506, -1.4189667701721191, -3.066210751379533, 1759350504314681140
-3.1975300312042236, -1.4202964305877686, -3.0632467259451097, 1759350504362751795
-3.218203067779541, -1.4218077659606934, -3.061513904382828, 1759350504412489122
-3.235787868499756, -1.4231667518615723, -3.060423136304642, 1759350504454318926
-3.2638590335845947, -1.4252656698226929, -3.0560657971356364, 1759350504522916856
-3.2843310832977295, -1.427149772644043, -3.0539638833777025, 1759350504572880117
-3.302356004714966, -1.4287418127059937, -3.0519394856099087, 1759350504615695418
-3.3230748176574707, -1.4306116104125977, -3.0487413459264663, 1759350504665779924
-3.3441109657287598, -1.4327392578125, -3.0478270072900076, 1759350504716703855
-3.3644368648529053, -1.4347528219223022, -3.045196052420189, 1759350504763775377
-3.3856663703918457, -1.4368259906768799, -3.044434058807571, 1759350504814707444
-3.402782440185547, -1.4385643005371094, -3.0432839454245726, 1759350504854150624
-3.432051658630371, -1.441376805305481, -3.040180183416331, 1759350504924767836
-3.4526143074035645, -1.4432379007339478, -3.037124392924326, 1759350504974700070
-3.469619035720825, -1.445082426071167, -3.0369000326224613, 1759350505014918221
-3.4904747009277344, -1.4472575187683105, -3.0340952951618045, 1759350505064789742
-3.5113868713378906, -1.4496371746063232, -3.0312881443324375, 1759350505114686797
-3.5321788787841797, -1.4518609046936035, -3.0283641940551362, 1759350505164822488
-3.557140350341797, -1.4548407793045044, -3.0251917624685145, 1759350505224326990
-3.5695643424987793, -1.4564541578292847, -3.0241372305530554, 1759350505254457243
-3.598876714706421, -1.4597901105880737, -3.0207188136270453, 1759350505324159397
-3.619371175765991, -1.4625675678253174, -3.018686047292245, 1759350505374826489
