odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.03189047460161736, 0.060692338944856115, 0.03739132981770501, 1763158862380774031, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.01898972604169858, 0.04185278445990016, 0.023626800057270123, 1763158862571172501, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.017310802175779016, 0.046598658435886064, 0.022219060072060155, 1763158862760504686, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.01375478366464708, 0.044120552144987744, 0.017285816522692492, 1763158862971179130, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.007573040093768054, 0.04353675005467734, 0.01585457461391525, 1763158863230544400, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.014603378437605527, 0.04567539788859734, 0.014054355674272384, 1763158863371182820, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.015235957870268615, 0.046962245196159755, 0.019053295466310016, 1763158863471166044, 
-0.03799932822585106, 0.031144600361585617, 0.04173101472010143, 0.0, 0.0, -0.021108698616595735, 0.0453299207408515, 0.023187670037699292, 1763158863581170078, 
-0.037999458611011505, 0.03114473819732666, 0.041729602114868675, 0.0, 4.064786480739713e-06, -0.02094120934673282, 0.04536193399350941, 0.021856175675110216, 1763158863770727755, 
-0.037999480962753296, 0.03114476054906845, 0.041729384861606815, 0.0, 4.473874923860421e-06, -0.019056280488011473, 0.045408054251097896, 0.020161185575305777, 1763158863870703518, 
-0.03800606727600098, 0.031151752918958664, 0.04165714295070596, -8.973228541624043e-05, -0.0010294138919562101, -0.017048982309893778, 0.042647006451873685, 0.020999026500988675, 1763158863980349298, 
-0.02385694347321987, 0.030173122882843018, -0.0249266660079068, 0.11656605868556269, -0.551461398601532, -0.0001662894238181072, 0.04531596772911677, -0.03279233001870294, 1763158864170601148, 
-0.007890375331044197, 0.028463728725910187, -0.07658998458187721, 0.1767359220361083, -0.4880344867706299, 0.019516953860934508, 0.04649784396911194, -0.10651091375852743, 1763158864270474308, 
0.029817210510373116, 0.023663247004151344, -0.17443100523180405, 0.1924119532065362, -0.4070776700973511, 0.04483070096333895, 0.03925194641913586, -0.17282583267932664, 1763158864471181081, 
0.049060381948947906, 0.020334145054221153, -0.21974384542954298, 0.18990992966708395, -0.46996867656707764, 0.07303378238436525, 0.037183724708283, -0.23985500168867027, 1763158864570560492, 
0.06718582659959793, 0.0157218798995018, -0.2704172434055521, 0.18974608446616678, -0.5203148126602173, 0.10019675979124065, 0.029975395528621916, -0.313706968312279, 1763158864670309887, 
0.08349958807229996, 0.010863606818020344, -0.3169910287767419, 0.18978678673361615, -0.5067987442016602, 0.11559782635201046, 0.021997201161340213, -0.37317278454504216, 1763158864761278478, 
0.12018603086471558, -0.0031545578967779875, -0.42499384742471324, 0.18551183891859646, -0.5230249166488647, 0.1426146696154231, 0.010117629258932108, -0.4505923335059099, 1763158864972454035, 
