x, y,th,stamp
-1.121155143,2.039556503,0.968135678,1.75952E+18
-1.100432277,2.054385185,0.944158518,1.75952E+18
-1.085334063,2.065687418,0.924301189,1.75952E+18
-1.070041537,2.077581644,0.903150437,1.75952E+18
-1.05497694,2.089758158,0.882378443,1.75952E+18
-1.04070437,2.102000475,0.863193072,1.75952E+18
-1.026296973,2.114625692,0.845067415,1.75952E+18
-1.012211561,2.127476454,0.828222903,1.75952E+18
-0.997811198,2.141033411,0.810988466,1.75952E+18
-0.984208047,2.154474735,0.793120889,1.75952E+18
-0.966580808,2.172454596,0.767030949,1.75952E+18
-0.95374608,2.186434031,0.747295142,1.75952E+18
-0.940640926,2.200912237,0.727553877,1.75952E+18
-0.928217292,2.21543932,0.709440566,1.75952E+18
-0.915835202,2.230210304,0.691304533,1.75952E+18
-0.903864801,2.245318174,0.672105059,1.75952E+18
-0.892328262,2.260478258,0.651968652,1.75952E+18
-0.881197393,2.275882483,0.632476905,1.75952E+18
-0.866941035,2.296180725,0.608015025,1.75952E+18
-0.856224477,2.312141418,0.588148217,1.75952E+18
-0.845336676,2.328786612,0.569604625,1.75952E+18
-0.835377157,2.344981194,0.554090929,1.75952E+18
-0.825606704,2.361216545,0.536434939,1.75952E+18
-0.816333294,2.377712011,0.517216947,1.75952E+18
-0.807100058,2.394530773,0.496532608,1.75952E+18
-0.795523643,2.416912556,0.468825714,1.75952E+18
-0.787075937,2.434499741,0.448601119,1.75952E+18
-0.779161036,2.45186162,0.430415151,1.75952E+18
-0.771476448,2.469569921,0.413319813,1.75952E+18
-0.764072478,2.486790895,0.395524675,1.75952E+18
-0.756850541,2.5047369,0.376094943,1.75952E+18
-0.75025332,2.522394896,0.356344511,1.75952E+18
-0.743736029,2.540504217,0.337045691,1.75952E+18
-0.735730827,2.564672232,0.312626915,1.75952E+18
-0.730109215,2.582841158,0.294151847,1.75952E+18
-0.726511359,2.595558405,0.282059981,1.75952E+18
-0.720053971,2.620465994,0.256310685,1.75952E+18
-0.715760887,2.63854146,0.237327372,1.75952E+18
-0.711730838,2.65709281,0.217971877,1.75952E+18
-0.707849324,2.675287008,0.198368875,1.75952E+18
-0.704525828,2.694108009,0.178787589,1.75952E+18
-0.701186717,2.713528872,0.158706728,1.75952E+18
-0.69761318,2.738420725,0.134044253,1.75952E+18
-0.695338845,2.758004189,0.115904269,1.75952E+18
-0.693387091,2.777373314,0.096409415,1.75952E+18
-0.691976368,2.795973301,0.076654365,1.75952E+18
-0.690849662,2.815433502,0.056053852,1.75952E+18
-0.690083742,2.834737301,0.037024948,1.75952E+18
-0.689839602,2.853729963,0.018711123,1.75952E+18
-0.689581454,2.872991085,0.000603267,1.75952E+18
-0.690216482,2.898881435,-0.024595835,1.75952E+18
-0.691093802,2.917915106,-0.044537106,1.75952E+18
-0.69233197,2.937030315,-0.064752798,1.75952E+18
-0.693808794,2.956319332,-0.084645713,1.75952E+18
-0.695775151,2.975349903,-0.102855896,1.75952E+18
-0.698075235,2.994514942,-0.120756928,1.75952E+18
-0.700821102,3.013583183,-0.139140815,1.75952E+18
-0.704910576,3.038912296,-0.163838393,1.75952E+18
-0.70841068,3.057955027,-0.183027409,1.75952E+18
-0.712133229,3.076642275,-0.202169599,1.75952E+18
-0.716522038,3.095069885,-0.221503133,1.75952E+18
-0.721084654,3.113693714,-0.240669817,1.75952E+18
-0.726119637,3.132491112,-0.259619245,1.75952E+18
-0.731544793,3.151324987,-0.279517297,1.75952E+18
-0.737105787,3.169338226,-0.298487608,1.75952E+18
-0.743074954,3.187294245,-0.317934392,1.75952E+18
-0.751553833,3.211397648,-0.343569617,1.75952E+18
-0.758529365,3.229393005,-0.363176701,1.75952E+18
-0.76560235,3.247364759,-0.38166065,1.75952E+18
-0.77306968,3.265158415,-0.399723615,1.75952E+18
-0.780858517,3.282732487,-0.417732873,1.75952E+18
-0.788957179,3.299986124,-0.437622041,1.75952E+18
-0.797584951,3.317595482,-0.458099565,1.75952E+18
-0.806087494,3.334252596,-0.478743686,1.75952E+18
-0.818334758,3.35692811,-0.503716488,1.75952E+18
-0.82812959,3.373958111,-0.52196156,1.75952E+18
-0.837774992,3.39005208,-0.539530818,1.75952E+18
-0.847993612,3.406024456,-0.558967922,1.75952E+18
-0.858066022,3.421783447,-0.579045936,1.75952E+18
-0.869172156,3.437752247,-0.598337445,1.75952E+18
-0.880153179,3.453737974,-0.617288672,1.75952E+18
-0.89131701,3.468744755,-0.634618637,1.75952E+18
-0.907530487,3.489703417,-0.658669327,1.75952E+18
-0.919323862,3.504587173,-0.677852528,1.75952E+18
-0.93159312,3.519453764,-0.69821098,1.75952E+18
-0.944132388,3.53348279,-0.717441374,1.75952E+18
-0.956701994,3.547569036,-0.736930942,1.75952E+18
-0.970257401,3.561393738,-0.755721193,1.75952E+18
-0.983773708,3.575529099,-0.774864719,1.75952E+18
-0.997386873,3.588904142,-0.793436435,1.75952E+18
-1.016409636,3.606938362,-0.819531609,1.75952E+18
-1.030479431,3.619738817,-0.839075254,1.75952E+18
-1.044602871,3.632056952,-0.858094732,1.75952E+18
-1.059202671,3.644160986,-0.876987628,1.75952E+18
-1.074263096,3.656353951,-0.895865246,1.75952E+18
-1.090065122,3.668195009,-0.914113422,1.75952E+18
-1.105739951,3.680124283,-0.933729367,1.75952E+18
-1.126001596,3.69434166,-0.958488685,1.75952E+18
-1.142250299,3.705537081,-0.978533648,1.75952E+18
-1.158636451,3.716068506,-0.998373701,1.75952E+18
-1.174614429,3.726093531,-1.017900558,1.75952E+18
-1.191010714,3.735721111,-1.037149956,1.75952E+18
-1.207870126,3.745140314,-1.054916823,1.75952E+18
-1.225317478,3.754765987,-1.073326069,1.75952E+18
-1.242520809,3.76351738,-1.093402755,1.75952E+18
-1.264744043,3.77438879,-1.119750873,1.75952E+18
-1.282483697,3.782675743,-1.138825587,1.75952E+18
-1.300740361,3.790664196,-1.158177361,1.75952E+18
-1.317883134,3.797762871,-1.175238289,1.75952E+18
-1.335442901,3.804882526,-1.19323384,1.75952E+18
-1.353172064,3.811490059,-1.212974201,1.75952E+18
-1.371541858,3.818031073,-1.233064038,1.75952E+18
-1.39033258,3.824258089,-1.253855623,1.75952E+18
-1.407814503,3.829771757,-1.271984261,1.75952E+18
-1.432826638,3.836845398,-1.298048885,1.75952E+18
-1.452216268,3.842068195,-1.318258859,1.75952E+18
-1.470287561,3.846412659,-1.33697765,1.75952E+18
-1.489066601,3.850606918,-1.356462585,1.75952E+18
-1.508173943,3.854330778,-1.375481048,1.75952E+18
-1.527269483,3.857822418,-1.394886655,1.75952E+18
-1.546414971,3.860807419,-1.414458903,1.75952E+18
-1.571696043,3.864296198,-1.440279145,1.75952E+18
-1.58392942,3.86557889,-1.451991023,1.75952E+18
-1.610103846,3.86807847,-1.478227792,1.75952E+18
-1.628884912,3.869359732,-1.49604909,1.75952E+18
-1.647563577,3.870449305,-1.514247818,1.75952E+18
-1.666899085,3.871107817,-1.534159112,1.75952E+18
-1.692396164,3.871613979,-1.559749051,1.75952E+18
-1.70572114,3.871323824,-1.573136317,1.75952E+18
-1.730413556,3.870917082,-1.597336758,1.75952E+18
-1.750394821,3.869918346,-1.616334898,1.75952E+18
-1.769131303,3.868845701,-1.634031048,1.75952E+18
-1.788332701,3.867127895,-1.652093167,1.75952E+18
-1.807431102,3.865357161,-1.671066742,1.75952E+18
-1.826711535,3.862879038,-1.689522244,1.75952E+18
-1.846361876,3.860127687,-1.709563731,1.75952E+18
-1.86436832,3.857305288,-1.728204234,1.75952E+18
-1.889637113,3.852894783,-1.754034755,1.75952E+18
-1.909353256,3.848847628,-1.773067206,1.75952E+18
-1.927559376,3.844790459,-1.79035592,1.75952E+18
-1.945533991,3.840502262,-1.807224963,1.75952E+18
-1.963916183,3.835754395,-1.825880986,1.75952E+18
-1.982734084,3.830605268,-1.843887538,1.75952E+18
-2.001880169,3.824715853,-1.864906557,1.75952E+18
-2.019500256,3.819102049,-1.883316275,1.75952E+18
-2.043397427,3.810651541,-1.907648562,1.75952E+18
-2.062037706,3.803715229,-1.924115665,1.75952E+18
-2.07915163,3.797087193,-1.942498482,1.75952E+18
-2.096998692,3.789658785,-1.961532571,1.75952E+18
-2.114781141,3.781889439,-1.98039653,1.75952E+18
-2.132374763,3.774102211,-1.999598256,1.75952E+18
-2.150119543,3.765514612,-2.019544578,1.75952E+18
-2.167277336,3.756845713,-2.039392455,1.75952E+18
-2.189625025,3.744836569,-2.066426684,1.75952E+18
-2.200926065,3.738636971,-2.079866338,1.75952E+18
-2.223201275,3.725457191,-2.104720204,1.75952E+18
-2.239802837,3.715335131,-2.122876195,1.75952E+18
-2.256003618,3.704831123,-2.141178632,1.75952E+18
-2.27210784,3.694330454,-2.16136041,1.75952E+18
-2.288096189,3.682957649,-2.181374755,1.75952E+18
-2.303627491,3.67177844,-2.201344093,1.75952E+18
-2.318891287,3.660252094,-2.220051446,1.75952E+18
-2.339473248,3.644060373,-2.245387526,1.75952E+18
-2.353979349,3.632041454,-2.264860948,1.75952E+18
-2.369027615,3.619119644,-2.286586111,1.75952E+18
-2.383012295,3.606481075,-2.305850091,1.75952E+18
-2.397086859,3.593122482,-2.324592008,1.75952E+18
-2.415462971,3.575254679,-2.349288391,1.75952E+18
-2.424478054,3.566110611,-2.361581666,1.75952E+18
-2.44194603,3.547892094,-2.385248634,1.75952E+18
-2.455746651,3.532773256,-2.406001464,1.75952E+18
-2.467892885,3.518532276,-2.425099547,1.75952E+18
-2.479943752,3.504218578,-2.445283737,1.75952E+18
-2.491901398,3.489504337,-2.465384069,1.75952E+18
-2.503673553,3.47409296,-2.485724605,1.75952E+18
-2.515835285,3.457531452,-2.506359448,1.75952E+18
-2.526615143,3.442260504,-2.524475556,1.75952E+18
-2.540865183,3.421260595,-2.549927124,1.75952E+18
-2.551669598,3.404548407,-2.569303051,1.75952E+18
-2.561435938,3.388801575,-2.58885918,1.75952E+18
-2.571102381,3.372395039,-2.608436082,1.75952E+18
-2.580441236,3.355928898,-2.627153892,1.75952E+18
-2.589773178,3.33852005,-2.64571146,1.75952E+18
-2.601640463,3.315363169,-2.668884196,1.75952E+18
-2.607150078,3.303943396,-2.681481409,1.75952E+18
-2.61749506,3.281629562,-2.707550521,1.75952E+18
-2.622766256,3.269752502,-2.7210777,1.75952E+18
-2.63288331,3.245842934,-2.746902309,1.75952E+18
-2.639733553,3.22832942,-2.765313452,1.75952E+18
-2.646537542,3.210427046,-2.783159748,1.75952E+18
-2.652725458,3.192612171,-2.80103747,1.75952E+18
-2.659046888,3.173600197,-2.820960169,1.75952E+18
-2.664642811,3.155670404,-2.840611672,1.75952E+18
-2.669928074,3.137365103,-2.859625469,1.75952E+18
-2.676557541,3.11234355,-2.883843177,1.75952E+18
-2.681055307,3.094192982,-2.902168131,1.75952E+18
-2.68511939,3.075762749,-2.920217613,1.75952E+18
-2.689009905,3.056788445,-2.938327794,1.75952E+18
-2.692430973,3.037824392,-2.957005114,1.75952E+18
-2.696499348,3.01292634,-2.983216775,1.75952E+18
-2.69828105,2.999936819,-2.997088045,1.75952E+18
-2.701423168,2.974992752,-3.023316155,1.75952E+18
-2.702619791,2.962266684,-3.035625023,1.75952E+18
-2.704775095,2.936204672,-3.060100007,1.75952E+18
-2.706062078,2.917626619,-3.078781882,1.75952E+18
-2.706873655,2.898195744,-3.09723774,1.75952E+18
-2.707346201,2.879475594,-3.116564174,1.75952E+18
-2.707401514,2.860105276,-3.137113677,1.75952E+18
-2.707006216,2.83527112,3.120503714,1.75952E+18
-2.706672668,2.822380066,3.107807713,1.75952E+18
-2.705292225,2.796311617,3.084900916,1.75952E+18
