odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
1.209769606590271, -3.4153594970703125, 0.44882004709318885, 0.0, 7.391975600512524e-07, 0.05863405440427545, 0.09149821931269639, 0.02513155128858943, 1764193992002039775, 
1.2097697257995605, -3.4153597354888916, 0.4488224112217941, 0.0, 0.0, 0.056768522280439056, 0.08356990632008857, 0.024090426458318725, 1764194005143334268, 
1.2097697257995605, -3.4153597354888916, 0.4488224112217941, 0.0, 0.0, 0.057634868105843985, 0.08871020021236285, 0.026380427518846568, 1764194005302741753, 
1.2097697257995605, -3.4153597354888916, 0.4488224112217941, 0.0, 0.0, 0.05558130050348494, 0.08654683446863037, 0.026433812926842472, 1764194005402666974, 
1.2097697257995605, -3.4153597354888916, 0.4488218216748637, 0.0, -1.608324600965716e-05, 0.05958394683534786, 0.08643008829842919, 0.02547416467451533, 1764194005492708437, 
1.2097697257995605, -3.4153597354888916, 0.4488218216748637, 0.0, 0.0, 0.05918218002977925, 0.08502688873781132, 0.022205642714149904, 1764194005702773495, 
1.2118289470672607, -3.414367914199829, 0.4313465164048179, 0.04242154858437536, -0.31414908170700073, 0.061309757369208344, 0.09707561843372739, 0.0035912559035442245, 1764194005802678466, 
1.2177081108093262, -3.4119043350219727, 0.3784056685087279, 0.07412560462211201, -0.6291723251342773, 0.0666374314020394, 0.08501007486760959, -0.05122871429107548, 1764194005893744520, 
1.2431925535202026, -3.4044198989868164, 0.2711216249670933, 0.12294043592659912, -0.4723314642906189, 0.0875052217373275, 0.08964501405989599, -0.13365661469843104, 1764194006102741715, 
1.2536033391952515, -3.4022388458251953, 0.22212548010731925, 0.11446500926433097, -0.4948006868362427, 0.10404254095502, 0.09087923591786928, -0.2016744919750223, 1764194006202674348, 
1.2770657539367676, -3.3991494178771973, 0.12311809591199065, 0.12307739984290539, -0.5001795291900635, 0.11979081758714955, 0.08821099345544935, -0.2688185009015457, 1764194006402802463, 
1.2879220247268677, -3.3987677097320557, 0.06964368578486066, 0.10843752335880959, -0.5444307923316956, 0.13544240874079574, 0.08479324308279367, -0.33760872010914117, 1764194006502742710, 
1.3002574443817139, -3.3983843326568604, 0.019007314206300738, 0.13027718970601723, -0.5116583108901978, 0.1508582159360295, 0.08109133596484765, -0.4143338558190704, 1764194006602680765, 
1.323828101158142, -3.3989593982696533, -0.07677070034475583, 0.12180064236286509, -0.4929598867893219, 0.1675302168799191, 0.07591808430284018, -0.48305146639436053, 1764194006793225712, 
