x, y,th,
0.445033938,3.494946718,-1.233634857,1.75952E+18
0.430190712,3.500080347,-1.268051808,1.75952E+18
0.412841052,3.505202293,-1.307611153,1.75952E+18
0.395557433,3.509873152,-1.346774489,1.75952E+18
0.378252864,3.513687372,-1.384850421,1.75952E+18
0.362118453,3.516507864,-1.419685073,1.75952E+18
0.346597224,3.518934488,-1.453503273,1.75952E+18
0.328668416,3.52082324,-1.490760506,1.75952E+18
0.304940373,3.522710562,-1.542816324,1.75952E+18
0.289206862,3.523083687,-1.576081503,1.75952E+18
0.271410406,3.522762537,-1.613852727,1.75952E+18
0.25366962,3.521890879,-1.651618944,1.75952E+18
0.235334501,3.520370483,-1.69045302,1.75952E+18
0.219136298,3.518154383,-1.724242667,1.75952E+18
0.203433678,3.515734434,-1.758892751,1.75952E+18
0.185870826,3.512188911,-1.795860299,1.75952E+18
0.162841126,3.506507158,-1.845806127,1.75952E+18
0.147589713,3.502220631,-1.879711617,1.75952E+18
0.130561844,3.496417284,-1.917668839,1.75952E+18
0.11371351,3.490113497,-1.956156965,1.75952E+18
0.097030364,3.483246803,-1.995912125,1.75952E+18
0.082375951,3.476280689,-2.028622094,1.75952E+18
0.068308219,3.469325066,-2.061234918,1.75952E+18
0.052283965,3.460658789,-2.09881736,1.75952E+18
0.036835715,3.451235056,-2.135816588,1.75952E+18
0.018489046,3.439403296,-2.182317662,1.75952E+18
0.003967845,3.42898941,-2.218960488,1.75952E+18
-0.010375896,3.418021441,-2.255790021,1.75952E+18
-0.02446913,3.406456947,-2.294298808,1.75952E+18
-0.037060622,3.394888639,-2.329612178,1.75952E+18
-0.048239779,3.383994818,-2.362445835,1.75952E+18
-0.060937278,3.371388912,-2.399472015,1.75952E+18
-0.072902307,3.357960939,-2.435515879,1.75952E+18
-0.086792327,3.341391087,-2.480197476,1.75952E+18
-0.097843572,3.326915979,-2.516906827,1.75952E+18
-0.108256146,3.312134981,-2.55450885,1.75952E+18
-0.118187979,3.297089577,-2.592269376,1.75952E+18
-0.12673673,3.282725811,-2.625727554,1.75952E+18
-0.134297192,3.269183159,-2.658071918,1.75952E+18
-0.14282243,3.253128529,-2.694858482,1.75952E+18
-0.152926192,3.23119545,-2.74477559,1.75952E+18
-0.158923432,3.21667552,-2.775998677,1.75952E+18
-0.165350541,3.19973278,-2.811959111,1.75952E+18
-0.171005264,3.182668209,-2.846946792,1.75952E+18
-0.175959736,3.166308165,-2.880754581,1.75952E+18
-0.180447519,3.148724794,-2.916484413,1.75952E+18
-0.183885455,3.133687258,-2.948950281,1.75952E+18
-0.187375322,3.115601063,-2.985411162,1.75952E+18
-0.190612316,3.091854334,-3.033547785,1.75952E+18
-0.192310899,3.076291323,-3.065020465,1.75952E+18
-0.193495259,3.057930231,-3.101625168,1.75952E+18
-0.193980128,3.039563656,-3.136574507,1.75952E+18
-0.194080532,3.022735119,3.112562627,1.75952E+18
-0.193419009,3.004848719,3.076418092,1.75952E+18
-0.192205638,2.989223242,3.046307865,1.75952E+18
-0.190440476,2.970975161,3.009481698,1.75952E+18
-0.187813446,2.953166485,2.973600652,1.75952E+18
-0.184068263,2.931467056,2.930315548,1.75952E+18
-0.17997922,2.913841248,2.89599385,1.75952E+18
-0.175563157,2.89626956,2.861343808,1.75952E+18
-0.170551375,2.879137516,2.827872256,1.75952E+18
-0.164747909,2.861956596,2.792634423,1.75952E+18
-0.159728333,2.847659349,2.762517922,1.75952E+18
-0.152826503,2.830797434,2.727312936,1.75952E+18
-0.142581269,2.808516264,2.679820252,1.75952E+18
-0.135831013,2.795035124,2.650170608,1.75952E+18
-0.127029806,2.779029131,2.615002041,1.75952E+18
-0.117714226,2.763032913,2.579225623,1.75952E+18
-0.108146966,2.747983217,2.544904502,1.75952E+18
-0.097778276,2.733084202,2.510277168,1.75952E+18
-0.088947013,2.720741987,2.480346608,1.75952E+18
-0.077713296,2.706609011,2.445916211,1.75952E+18
-0.065851107,2.692584038,2.409373308,1.75952E+18
-0.05108951,2.676276684,2.367141263,1.75952E+18
-0.038194928,2.66348505,2.332142873,1.75952E+18
-0.024943154,2.650809765,2.298858767,1.75952E+18
-0.011493914,2.6391716,2.2665501,1.75952E+18
0.002611018,2.627508402,2.232257474,1.75952E+18
0.020805299,2.613654852,2.186833483,1.75952E+18
0.02978874,2.607496262,2.166472522,1.75952E+18
0.050189707,2.593840599,2.11867762,1.75952E+18
0.063721471,2.585957527,2.0918251,1.75952E+18
0.079360187,2.577007294,2.057294681,1.75952E+18
0.095480397,2.568599701,2.021214248,1.75952E+18
0.111602426,2.561276436,1.987630658,1.75952E+18
0.128291473,2.55371356,1.952616722,1.75952E+18
0.14252533,2.548144102,1.926035964,1.75952E+18
0.159747422,2.541936398,1.890747707,1.75952E+18
0.183714628,2.534411907,1.84234948,1.75952E+18
0.198850527,2.530296326,1.812918076,1.75952E+18
0.216561615,2.525755167,1.778586045,1.75952E+18
0.234744847,2.522240639,1.745979644,1.75952E+18
0.251906991,2.519310951,1.714306355,1.75952E+18
0.270206511,2.5167799,1.67960503,1.75952E+18
0.293265015,2.514550924,1.636758566,1.75952E+18
0.310778975,2.51335144,1.603553298,1.75952E+18
0.322636962,2.513008118,1.581614956,1.75952E+18
0.34450534,2.513048887,1.541090168,1.75952E+18
0.363074422,2.513540268,1.506071941,1.75952E+18
0.381611109,2.515037298,1.471738802,1.75952E+18
0.39934656,2.516920805,1.439005858,1.75952E+18
0.417650282,2.519421577,1.406288061,1.75952E+18
0.432713628,2.522230864,1.378641099,1.75952E+18
0.457983315,2.527280569,1.332754407,1.75952E+18
0.469024658,2.529868603,1.311109136,1.75952E+18
0.490078956,2.53578949,1.271579992,1.75952E+18
0.508081436,2.541137457,1.236990763,1.75952E+18
0.525268316,2.547235012,1.205322768,1.75952E+18
0.54249227,2.553811312,1.172141039,1.75952E+18
0.559490502,2.561136007,1.13943828,1.75952E+18
0.572879553,2.567381859,1.111717841,1.75952E+18
0.589808822,2.575758696,1.077276492,1.75952E+18
0.612309098,2.588203907,1.032045969,1.75952E+18
0.62480855,2.595677376,1.006125635,1.75952E+18
0.640456855,2.605753183,0.9722364,1.75952E+18
0.655731618,2.616257906,0.939817848,1.75952E+18
0.670704126,2.627296448,0.906845095,1.75952E+18
0.685213506,2.638884306,0.87355747,1.75952E+18
0.696683645,2.648302317,0.847075987,1.75952E+18
0.710533381,2.660678387,0.814211145,1.75952E+18
0.724026978,2.673359632,0.78275934,1.75952E+18
0.739682913,2.689474344,0.744558293,1.75952E+18
0.752159417,2.703081608,0.710509297,1.75952E+18
0.764283359,2.717081785,0.676601426,1.75952E+18
0.775915623,2.731754065,0.645428485,1.75952E+18
0.787013054,2.746379852,0.612951694,1.75952E+18
0.795651734,2.758658886,0.586808418,1.75952E+18
0.805790663,2.774128914,0.554151498,1.75952E+18
0.819338381,2.79662466,0.508094214,1.75952E+18
0.826404274,2.809762001,0.483284388,1.75952E+18
0.834812164,2.825884104,0.452241273,1.75952E+18
0.842825711,2.842539787,0.418711097,1.75952E+18
0.850278676,2.8594625,0.385178629,1.75952E+18
0.857318759,2.87660718,0.352372826,1.75952E+18
0.862394691,2.890681028,0.326826632,1.75952E+18
0.870641351,2.915476322,0.28186988,1.75952E+18
0.873779595,2.926310778,0.2626403,1.75952E+18
0.879343748,2.947850227,0.224156065,1.75952E+18
0.883655906,2.965954542,0.190737356,1.75952E+18
0.886829317,2.98410058,0.159857396,1.75952E+18
0.889812887,3.002179623,0.127664826,1.75952E+18
0.89210242,3.020564079,0.096638512,1.75952E+18
0.893548429,3.03568387,0.070302889,1.75952E+18
0.894803941,3.054328442,0.038096351,1.75952E+18
0.895443738,3.080163479,-0.006381613,1.75952E+18
0.89541173,3.094994545,-0.030691678,1.75952E+18
0.894838095,3.113484859,-0.063227624,1.75952E+18
0.893482149,3.131942272,-0.093926827,1.75952E+18
0.891813159,3.15071249,-0.125744299,1.75952E+18
0.889305115,3.169349194,-0.157518239,1.75952E+18
0.887274683,3.183999062,-0.182528422,1.75952E+18
0.883810461,3.202450275,-0.211579951,1.75952E+18
0.879867136,3.22049284,-0.242476111,1.75952E+18
0.874306083,3.242231131,-0.280326036,1.75952E+18
0.869075537,3.260010242,-0.312458429,1.75952E+18
0.863549531,3.277785063,-0.34407064,1.75952E+18
0.857092738,3.295239925,-0.374391247,1.75952E+18
0.850332141,3.312900305,-0.406711748,1.75952E+18
0.844385326,3.326748133,-0.430612249,1.75952E+18
0.836500943,3.343718767,-0.46415531,1.75952E+18
0.828263462,3.360243559,-0.496615648,1.75952E+18
0.817537606,3.379713774,-0.533026833,1.75952E+18
0.808018982,3.396190166,-0.564088118,1.75952E+18
0.797981858,3.4117589,-0.593834672,1.75952E+18
0.787515759,3.42741394,-0.625741436,1.75952E+18
0.776466131,3.442713737,-0.656435666,1.75952E+18
0.767306089,3.454710722,-0.681414308,1.75952E+18
0.755748212,3.469446421,-0.711761005,1.75952E+18
0.743458629,3.48354578,-0.741985927,1.75952E+18
0.728243589,3.499948025,-0.780190285,1.75952E+18
0.714911461,3.513362646,-0.810457329,1.75952E+18
0.701230526,3.526047945,-0.840963018,1.75952E+18
0.687275112,3.53856349,-0.872227848,1.75952E+18
0.672952354,3.550319195,-0.902284617,1.75952E+18
0.661252022,3.559707642,-0.927180045,1.75952E+18
0.640056729,3.57558012,-0.969841452,1.75952E+18
0.630799413,3.582043171,-0.988351456,1.75952E+18
0.6120947,3.594323397,-1.025204826,1.75952E+18
0.595907748,3.604065657,-1.056140614,1.75952E+18
0.57954812,3.613461256,-1.086687718,1.75952E+18
0.562654316,3.622117043,-1.116752344,1.75952E+18
0.545860112,3.630402803,-1.148105708,1.75952E+18
0.53209275,3.636740923,-1.173203904,1.75952E+18
0.514867783,3.643782377,-1.20303474,1.75952E+18
0.490454227,3.653377056,-1.246572414,1.75952E+18
0.475954235,3.657990694,-1.270503217,1.75952E+18
0.457936466,3.663628101,-1.301923646,1.75952E+18
0.439584285,3.668583393,-1.332637271,1.75952E+18
0.421593487,3.672879696,-1.362737337,1.75952E+18
0.4031111,3.677082062,-1.393653281,1.75952E+18
0.388217926,3.679499865,-1.416315944,1.75952E+18
0.369595379,3.682539701,-1.447685649,1.75952E+18
0.3433761,3.685635328,-1.490501096,1.75952E+18
0.328278959,3.68693471,-1.51545731,1.75952E+18
0.309399158,3.688002586,-1.544274494,1.75952E+18
0.290551454,3.68834877,-1.57473873,1.75952E+18
0.271595508,3.688295603,-1.60503291,1.75952E+18
0.252346367,3.68753314,-1.636070714,1.75952E+18
0.237331226,3.686700344,-1.661151397,1.75952E+18
0.21092701,3.684108496,-1.702604996,1.75952E+18
0.19977428,3.682566881,-1.719988544,1.75952E+18
0.177208364,3.679409981,-1.758052579,1.75952E+18
0.158560455,3.675577164,-1.789569601,1.75952E+18
0.140174836,3.671502113,-1.819426724,1.75952E+18
0.121815681,3.666939497,-1.84865355,1.75952E+18
0.103467137,3.66157341,-1.876799532,1.75952E+18
0.08904776,3.657258034,-1.900158433,1.75952E+18
0.071275793,3.650991201,-1.929979302,1.75952E+18
0.053222377,3.64432168,-1.96062237,1.75952E+18
0.032230079,3.635742426,-1.996675992,1.75952E+18
0.0150125,3.627949715,-2.025481228,1.75952E+18
-0.001928769,3.61969614,-2.054933516,1.75952E+18
-0.018961512,3.610773087,-2.085610319,1.75952E+18
-0.035783317,3.60143137,-2.115040981,1.75952E+18
-0.048744034,3.593588829,-2.138816639,1.75952E+18
-0.064734928,3.583352327,-2.168881063,1.75952E+18
-0.080406256,3.572736502,-2.198944685,1.75952E+18
-0.098704532,3.559410334,-2.236043178,1.75952E+18
-0.113827474,3.547509909,-2.266494289,1.75952E+18
-0.128416151,3.535496235,-2.296277954,1.75952E+18
-0.142664954,3.523068428,-2.32488436,1.75952E+18
-0.156537652,3.510056734,-2.353724798,1.75952E+18
-0.167535514,3.499430895,-2.377372716,1.75952E+18
-0.180732325,3.48566699,-2.405633888,1.75952E+18
-0.193466872,3.471904993,-2.435490638,1.75952E+18
-0.20837681,3.454545736,-2.471081781,1.75952E+18
-0.220052868,3.439920902,-2.499307231,1.75952E+18
-0.231390402,3.424767733,-2.528419822,1.75952E+18
-0.242462695,3.40905261,-2.55699052,1.75952E+18
-0.253067076,3.393342257,-2.586853995,1.75952E+18
-0.261262774,3.380093336,-2.610833774,1.75952E+18
-0.270639837,3.364098549,-2.637969099,1.75952E+18
-0.279786825,3.347648382,-2.666655039,1.75952E+18
-0.288428515,3.330661535,-2.695729693,1.75952E+18
-0.298369437,3.31000495,-2.730434824,1.75952E+18
-0.305425167,3.293808937,-2.756998081,1.75952E+18
-0.312622726,3.276401281,-2.785246673,1.75952E+18
-0.319303215,3.258367062,-2.812666335,1.75952E+18
-0.325601369,3.240503073,-2.843256985,1.75952E+18
-0.330538213,3.224383116,-2.867983498,1.75952E+18
-0.337728679,3.198645592,-2.910530372,1.75952E+18
-0.340381086,3.187329054,-2.9268631,1.75952E+18
-0.345137864,3.165020227,-2.960733836,1.75952E+18
-0.348679125,3.146316051,-2.988568462,1.75952E+18
-0.351557702,3.127350807,-3.016917742,1.75952E+18
-0.354098946,3.108325005,-3.047853656,1.75952E+18
-0.355471522,3.093069315,-3.070750327,1.75952E+18
-0.356726259,3.07413578,-3.099890421,1.75952E+18
-0.357624143,3.055113792,-3.128045252,1.75952E+18
-0.357930928,3.032262802,3.121347847,1.75952E+18
-0.357730985,3.013132811,3.093825397,1.75952E+18
-0.356865674,2.995226383,3.067994959,1.75952E+18
-0.355652273,2.976591349,3.039230143,1.75952E+18
-0.353888929,2.957574844,3.009898659,1.75952E+18
-0.351576507,2.939926386,2.983978549,1.75952E+18
-0.348726958,2.921055317,2.956045171,1.75952E+18
-0.345682293,2.905119658,2.931859434,1.75952E+18
-0.340197235,2.879822493,2.894094593,1.75952E+18
-0.335428298,2.861278057,2.866054933,1.75952E+18
-0.331078589,2.845680714,2.842831946,1.75952E+18
-0.325767577,2.827836752,2.815198831,1.75952E+18
-0.319525093,2.809664965,2.786379645,1.75952E+18
-0.313349187,2.792593479,2.760943473,1.75952E+18
-0.305983365,2.774575949,2.732609877,1.75952E+18
-0.296735317,2.752942324,2.700760435,1.75952E+18
-0.289007455,2.73645401,2.675695457,1.75952E+18
-0.280100435,2.718602419,2.64808716,1.75952E+18
-0.272794783,2.705061913,2.627050093,1.75952E+18
-0.263567984,2.68867898,2.599765425,1.75952E+18
-0.254059345,2.672655821,2.571696594,1.75952E+18
-0.244077593,2.657018661,2.545510289,1.75952E+18
-0.230815366,2.637357473,2.515007879,1.75952E+18
-0.224073499,2.628035545,2.499037307,1.75952E+18
-0.212780654,2.612810612,2.470531297,1.75952E+18
-0.196131274,2.592163324,2.43318902,1.75952E+18
-0.186310723,2.580417395,2.411957007,1.75952E+18
-0.173551098,2.566161156,2.385023741,1.75952E+18
-0.160574958,2.552353382,2.358322729,1.75952E+18
-0.147164956,2.538735151,2.331919611,1.75952E+18
-0.134572282,2.526785135,2.308584196,1.75952E+18
-0.114833117,2.50873518,2.271158424,1.75952E+18
-0.103169292,2.498853922,2.249118539,1.75952E+18
-0.088245884,2.486682892,2.221807492,1.75952E+18
-0.072910897,2.475014925,2.194306542,1.75952E+18
-0.057266533,2.463774204,2.166415284,1.75952E+18
-0.041484471,2.452999115,2.138735438,1.75952E+18
-0.028574187,2.444854259,2.116465592,1.75952E+18
-0.012175813,2.43462348,2.088710514,1.75952E+18
0.004687252,2.425246954,2.061556832,1.75952E+18
0.02515007,2.414220333,2.027143658,1.75952E+18
0.042207714,2.405765295,2.000428621,1.75952E+18
0.059804853,2.397568941,1.973616768,1.75952E+18
0.077573039,2.389955282,1.947136241,1.75952E+18
0.095665455,2.382722378,1.91797291,1.75952E+18
0.110182159,2.377417088,1.895689078,1.75952E+18
0.135908008,2.369010925,1.857535931,1.75952E+18
0.154480711,2.363410473,1.829259946,1.75952E+18
0.1693995,2.35970974,1.808022525,1.75952E+18
0.188034371,2.355052233,1.779929339,1.75952E+18
0.207219943,2.351145506,1.753373506,1.75952E+18
0.225937068,2.347615004,1.724940237,1.75952E+18
0.24515523,2.344466448,1.696481607,1.75952E+18
0.260304779,2.342611551,1.675847059,1.75952E+18
0.27948609,2.340425491,1.649598208,1.75952E+18
0.306595832,2.338297844,1.61119237,1.75952E+18
0.31802094,2.337709665,1.596362393,1.75952E+18
0.341352195,2.337175131,1.562988399,1.75952E+18
0.360559821,2.337314367,1.537143997,1.75952E+18
0.37963599,2.337850571,1.511507031,1.75952E+18
0.397118181,2.33902359,1.48672868,1.75952E+18
0.414591372,2.340318441,1.461246681,1.75952E+18
0.433514357,2.342586279,1.43549179,1.75952E+18
0.452510953,2.345099926,1.407783682,1.75952E+18
0.476366132,2.349238396,1.375538536,1.75952E+18
0.494966775,2.352361441,1.347113195,1.75952E+18
0.513104081,2.357076406,1.322177073,1.75952E+18
0.532070696,2.361664295,1.293647648,1.75952E+18
0.549116731,2.366647243,1.272065532,1.75952E+18
0.565637589,2.371680498,1.249130269,1.75952E+18
0.58389163,2.377711058,1.223102426,1.75952E+18
0.607590377,2.386446238,1.18923628,1.75952E+18
0.620379865,2.391321182,1.170459872,1.75952E+18
0.641810358,2.400794744,1.139836872,1.75952E+18
0.659303248,2.408665419,1.112514695,1.75952E+18
0.676502109,2.417143822,1.08647149,1.75952E+18
0.692370772,2.425512552,1.062811024,1.75952E+18
0.707369864,2.433664322,1.039139978,1.75952E+18
0.723897696,2.443547726,1.012216116,1.75952E+18
0.740521312,2.453700542,0.984998202,1.75952E+18
0.75959146,2.466508865,0.953957392,1.75952E+18
0.775417626,2.477640152,0.927513575,1.75952E+18
0.791112006,2.489309311,0.901870664,1.75952E+18
0.806609631,2.501455545,0.877322286,1.75952E+18
0.820307374,2.512860775,0.854319169,1.75952E+18
0.833288014,2.524039984,0.830855307,1.75952E+18
0.847613811,2.537074327,0.805101651,1.75952E+18
0.865751147,2.554508209,0.770059378,1.75952E+18
0.875146031,2.564068794,0.750964103,1.75952E+18
0.891098499,2.581218243,0.719840468,1.75952E+18
0.904096365,2.595831633,0.694108815,1.75952E+18
0.91644448,2.610721111,0.668970613,1.75952E+18
0.927339315,2.624433994,0.645137106,1.75952E+18
0.937803268,2.638237238,0.622063271,1.75952E+18
0.94914335,2.653923273,0.596704258,1.75952E+18
0.960150719,2.670125246,0.569991612,1.75952E+18
0.970716953,2.686326504,0.543320623,1.75952E+18
0.98270756,2.706438065,0.514560086,1.75952E+18
0.992240548,2.7234025,0.487943127,1.75952E+18
1.001562357,2.740838528,0.461488423,1.75952E+18
1.009439349,2.756667614,0.438683737,1.75952E+18
1.016782045,2.771972895,0.415997674,1.75952E+18
1.024516225,2.78953433,0.39059157,1.75952E+18
1.034301877,2.813215494,0.356399234,1.75952E+18
1.038952351,2.825545788,0.338325954,1.75952E+18
1.046723247,2.847793102,0.307499033,1.75952E+18
1.052588344,2.866571665,0.283435894,1.75952E+18
1.05802536,2.885258436,0.257630039,1.75952E+18
1.06294167,2.902923346,0.233454925,1.75952E+18
1.066681504,2.919209719,0.211268219,1.75952E+18
1.070951939,2.938071251,0.184781168,1.75952E+18
1.074507475,2.957391739,0.159905353,1.75952E+18
1.07780695,2.976537228,0.133874719,1.75952E+18
1.080727816,2.999387503,0.104491992,1.75952E+18
1.0828861,3.018768072,0.077909866,1.75952E+18
1.084394932,3.038401604,0.052040303,1.75952E+18
