x, y, theta, stamp, 
0.0, 0.0, 4.219599076253585e-14, 1.7613396724755615e+18, 
0.0, 0.0, -1.464740344973986e-14, 1.7613396725871007e+18, 
0.0, 0.0, 4.219599076253585e-14, 1.7613396726356652e+18, 
0.0, 0.0, -1.464740344973986e-14, 1.761339672682649e+18, 
0.0, 0.0, -1.464740344973986e-14, 1.7613396727785987e+18, 
0.0, 0.0, 4.219599076253585e-14, 1.761339672827191e+18, 
0.0, 0.0, 4.219599076253585e-14, 1.7613396728904228e+18, 
0.0, 0.0, 4.219599076253585e-14, 1.7613396729227922e+18, 
0.002602740889415145, -0.00012311981117818505, 0.0035004587204699785, 1.7613396730366484e+18, 
0.014723390340805054, 2.8650938475038856e-05, 0.002864118734886847, 1.7613396731305764e+18, 
0.035117994993925095, 0.00015086616622284055, 0.004098648199771052, 1.761339673228617e+18, 
0.06306952238082886, 6.953568663448095e-05, 0.004294627414580324, 1.7613396733226035e+18, 
0.10028699785470963, 0.0005385938566178083, 0.00673698665278, 1.761339673436654e+18, 
0.1287168711423874, 0.0007571923197247088, 0.007591962214311524, 1.7613396735306624e+18, 
0.15811923146247864, 0.0005815626354888082, 0.006268735265986006, 1.7613396736277563e+18, 
0.18781962990760803, 0.000817097956314683, 0.00824833135575747, 1.761339673723261e+18, 
0.22220107913017273, 0.0010785467457026243, 0.014989153321090232, 1.7613396738356544e+18, 
0.251639723777771, 0.0020590596832334995, 0.037395298371152554, 1.7613396739306883e+18, 
0.2814512252807617, 0.004051503725349903, 0.0777231872225296, 1.7613396740276518e+18, 
0.3102133870124817, 0.007452040445059538, 0.1309831922284726, 1.761339674122017e+18, 
0.3441121280193329, 0.013166889548301697, 0.19547310087724917, 1.761339674235661e+18, 
0.3721023499965668, 0.01979176327586174, 0.23715598824926684, 1.761339674330587e+18, 
0.4006125330924988, 0.027671972289681435, 0.27659638749155496, 1.7613396744276582e+18, 
0.4335881471633911, 0.03857238218188286, 0.32538521126530245, 1.761339674539036e+18, 
0.4614025354385376, 0.04906190559267998, 0.36146838406040754, 1.761339674635665e+18, 
0.48850882053375244, 0.06026076897978783, 0.3909721074848996, 1.7613396747315889e+18, 
0.5164917707443237, 0.0724339634180069, 0.4091708230393402, 1.7613396748276503e+18, 
0.5432984232902527, 0.0842743068933487, 0.4211168638193552, 1.7613396749237176e+18, 
0.561063826084137, 0.09246031939983368, 0.4358909712152556, 1.761339674987177e+18, 
0.6002547740936279, 0.11185530573129654, 0.4716878167366044, 1.761339675131595e+18, 
0.627012312412262, 0.12633153796195984, 0.4925244880573355, 1.761339675227705e+18, 
0.6531538963317871, 0.14035144448280334, 0.5013186285533743, 1.761339675323167e+18, 
0.6824039816856384, 0.1578918993473053, 0.5460653623655699, 1.7613396754356698e+18, 
0.7073561549186707, 0.1738697588443756, 0.568816765282203, 1.7613396755315986e+18, 
0.7316306829452515, 0.19018997251987457, 0.5884418410245145, 1.76133967562766e+18, 
0.7600150108337402, 0.20976974070072174, 0.6085499574589134, 1.761339675739339e+18, 
