e, e_dot, e_int, stamp, 
1.3878834989545394, 0.0, 0.2775766997909079, 1764193991961722647, 
1.3878834989545394, 0.0, 0.2775766997909079, 1764193991961722647, 
1.3878834989545394, 0.0, 0.2775766997909079, 1764193991961722647, 
1.3878834989545394, 0.0, 0.2775766997909079, 1764193991961722647, 
1.3878834989545394, 0.0, 0.2775766997909079, 1764193991961722647, 
1.379763117134986, -0.02706793939851145, 0.27703534100293764, 1764194005092694083, 
1.384975425617199, -0.009693577791134445, 0.27684146944711496, 1764194005252788420, 
1.3825247094779047, 0.009205307809729094, 0.2764842168153393, 1764194005402666974, 
1.3830217961236244, -0.006512098311915644, 0.2767014620812486, 1764194005492708437, 
1.38157339611744, -0.0031710445348827796, 0.2764746601145979, 1764194005654071201, 
1.3938061380633313, 0.03594780646568966, 0.2772267553536264, 1764194005802678466, 
1.38272679175091, 0.0038446521115672225, 0.27720708839544544, 1764194005893744520, 
1.390773970372442, -0.010107225636297734, 0.27782046001244554, 1764194006053844745, 
1.394953702605675, 0.040756369515883385, 0.2778969643152685, 1764194006202674348, 
1.3953360650421767, 0.01520698223244891, 0.2787375825346862, 1764194006362845058, 
1.3951478431844135, 0.0006471352624615179, 0.27902917405548433, 1764194006502742710, 
1.3948147391902161, -0.0017377528398683968, 0.27901990982778707, 1764194006602680765, 
1.3935191178115676, -0.0054290845761532465, 0.27889878001241314, 1764194006762927169, 
1.3889829197046188, -0.019439398285324334, 0.27848778511376016, 1764194006902751770, 
1.3869400431504952, -0.021930248870241087, 0.27796280537777884, 1764194007002682914, 
1.3739115670137514, -0.05023784230289152, 0.27665563532459103, 1764194007144445796, 
1.3755158925066544, -0.03808050214613612, 0.27575783351139344, 1764194007304756060, 
1.3623479718745293, -0.038545317130740386, 0.2741183620929956, 1764194007443695618, 
1.3528732902384526, -0.07547534089400602, 0.27271581030797576, 1764194007561877436, 
1.3447721151171403, -0.058586189191296434, 0.27066622514867483, 1764194007704761097, 
1.335529525825414, -0.057812548043461774, 0.26887832874540046, 1764194007842699044, 
1.3215162364392092, -0.07751959559310369, 0.26678785849211756, 1764194007961082565, 
1.3215162364392092, -0.04671096462068277, 0.2652374665802555, 1764194007961082565, 
1.3166888926277072, -0.016091146038340238, 0.26398142436707506, 1764194008102899307, 
1.3059927912912142, -0.051744817159983615, 0.26294652802387536, 1764194008242754018, 
1.2907756537496011, -0.08637746292702013, 0.2608971558445682, 1764194008343528119, 
1.2907756537496011, -0.05072379180537675, 0.2591696065860278, 1764194008343528119, 
1.2809278658570358, -0.032825959641884506, 0.25749861155708254, 1764194008503185492, 
1.2662086908229795, -0.08188987642207213, 0.2558608140286411, 1764194008642960477, 
1.2507114932324404, -0.10072124208198474, 0.2531898699941637, 1764194008743477181, 
1.2507114932324404, -0.05165732530179712, 0.251175445152524, 1764194008743477181, 
1.2431711722243797, -0.025134403360202267, 0.249639610579284, 1764194008902763252, 
1.2254633270620903, -0.08416055390116695, 0.2479563995012607, 1764194009043215082, 
1.218873983002351, -0.08099063074009576, 0.24583389881925471, 1764194009193135361, 
1.218873983002351, -0.02196448019913107, 0.2442140862044528, 1764194009193135361, 
1.1908677033844008, -0.093354265393167, 0.24190771129260685, 1764194009302962868, 
1.187882821708503, -0.10330387097949349, 0.23984163387301696, 1764194009442741027, 
1.187882821708503, -0.009949605586326479, 0.2377755564534271, 1764194009442741027, 
1.1681829083621984, -0.06566637782101499, 0.23626323678528027, 1764194009593323779, 
1.1601450395621065, -0.09245927382132146, 0.23441405130885384, 1764194009702761713, 
1.1494410228586924, -0.06247295167835324, 0.2318512647188665, 1764194009842734552, 
1.1346901250348602, -0.0848497150908208, 0.22961841249704393, 1764194009992715907, 
1.1346901250348602, -0.049169659412774035, 0.22792141819522754, 1764194009992715907, 
1.124481218427393, -0.03402968869155772, 0.22625743123314088, 1764194010152759310, 
1.1084701664105916, -0.08739986208089541, 0.22450943399152298, 1764194010242790307, 
1.1084701664105916, -0.053370173389337694, 0.22276143674990506, 1764194010242790307, 
1.0956978529049173, -0.04257437835224772, 0.22084254571507336, 1764194010393585077, 
1.0878533000762065, -0.06872288778128362, 0.2194680879594477, 1764194010552793932, 
1.0710082042228979, -0.08229882894006464, 0.21697062381360144, 1764194010692786162, 
1.0710082042228979, -0.056150319511028744, 0.2153246472348002, 1764194010692786162, 
1.0664279365966063, -0.015267558754305336, 0.21389628966949345, 1764194010792892189, 
1.0539257778201254, -0.056941421342574884, 0.21275746124264197, 1764194010952771152, 
1.0350029378984298, -0.10474999566058833, 0.21035711015434408, 1764194011092773862, 
1.0350029378984298, -0.06307613307231878, 0.20826211024113234, 1764194011092773862, 
1.0279696345120768, -0.023444344621176654, 0.20653170068726243, 1764194011193041393, 
1.0249939499993612, -0.03336329299689522, 0.20586443482732453, 1764194011352779031, 
1.0270566453873853, -0.0030432970823050334, 0.2053346819932549, 1764194011496786749, 
1.0270566453873853, 0.006875651293413536, 0.20527381605160877, 1764194011496786749, 
0.9958033740546054, -0.10417757110926629, 0.20332777765529172, 1764194011653116624, 
0.9929215985055415, -0.11378348960614589, 0.20105210786316882, 1764194011752823143, 
0.984537917589783, -0.03755152154940785, 0.19821752600999532, 1764194011892803939, 
0.984537917589783, -0.027945603052528245, 0.19746649557900717, 1764194011892803939, 
0.9794532781124643, -0.01694879825772914, 0.19656860755280203, 1764194012053055708, 
0.9713559032489036, -0.043940047802931335, 0.1956898065967434, 1764194012152807977, 
0.9728901938795349, -0.021876947443097983, 0.19491329168272686, 1764194012292790445, 
0.9728901938795349, 0.005114302102104211, 0.1944757527338649, 1764194012292790445, 
0.9593454986900738, -0.04514898396487036, 0.19367505909660956, 1764194012453008540, 
0.9482425083174851, -0.08215895187349924, 0.19203188005913957, 1764194012552811943, 
0.9406334214560477, -0.062373590780087085, 0.18988142856424042, 1764194012692804780, 
0.9406334214560477, -0.025363622871458213, 0.1886339567486387, 1764194012692804780, 
0.9357783213644437, -0.01618366697201316, 0.1878030109517693, 1764194012853221531, 
