odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
1.4210761785507202, -2.724281072616577, 0.1831247276859668, 0.0, 0.0, 0.06777749594131738, 0.10076406434571748, -0.0640126021430621, 1764192477246004663, 
1.4210765361785889, -2.7242813110351562, 0.18312837284497763, 0.0, 0.0, 0.07007722553406531, 0.10758769205105952, -0.06795239035721543, 1764192496887213407, 
1.4210765361785889, -2.7242813110351562, 0.18312933004144855, 0.0, 5.624436198559124e-06, 0.06641225066284083, 0.0998385599967768, -0.06385031354589434, 1764192497083207695, 
1.4210765361785889, -2.7242813110351562, 0.18312971970676936, 0.0, 8.864160918164998e-06, 0.06911654737165368, 0.1014468296434715, -0.06790682064697244, 1764192497177327702, 
1.4210765361785889, -2.7242813110351562, 0.1831298558404202, 0.0, -1.0159122894037864e-06, 0.0690070003035708, 0.10013412745066218, -0.06583000894617612, 1764192497287222384, 
1.421075463294983, -2.724280595779419, 0.1831209030157816, -2.002668297421512e-05, -0.00021329554147087038, 0.07004859579105974, 0.10234638201931154, -0.06848743221124055, 1764192497483354428, 
1.4227921962738037, -2.7240777015686035, 0.17110147842793508, 0.03373786836622463, -0.2419847697019577, 0.07367038816406558, 0.1036108030958104, -0.10076786990309895, 1764192497576673936, 
1.4474037885665894, -2.7220749855041504, 0.06942030390117913, 0.15563363005296044, -0.4780535399913788, 0.09340306788455735, 0.09871367142762073, -0.18329845101547684, 1764192497787180885, 
1.4606536626815796, -2.7219393253326416, 0.023723565008002902, 0.1358906860951686, -0.4861009120941162, 0.10567352514656783, 0.09220312748074959, -0.2318691640987403, 1764192497882320645, 
1.475639820098877, -2.7224905490875244, -0.03562215459405642, 0.13379332429486002, -0.5301709175109863, 0.12270134449240859, 0.08905319639624046, -0.31692742914912697, 1764192497995720300, 
1.4876867532730103, -2.723625421524048, -0.08230633706973094, 0.13439393147684447, -0.4928828477859497, 0.13942930414422086, 0.09148239933871319, -0.35222611844160223, 1764192498087229545, 
1.514288067817688, -2.728649139404297, -0.1846017237656943, 0.13691736683072747, -0.5249552726745605, 0.1515947107015369, 0.0867729250310047, -0.4021737727813957, 1764192498288389392, 
