e, e_dot, e_int, stamp, 
0.8096897301180737, -0.04687071478022656, 0.17099392967025723, builtin_interfaces.msg.Time(sec=1761339681, nanosec=131650007), 
0.794027620498825, -0.05442433158009343, 0.15543877382986568, builtin_interfaces.msg.Time(sec=1761339681, nanosec=227703342), 
0.7775435765171054, -0.05720448256419087, 0.15237042874767054, builtin_interfaces.msg.Time(sec=1761339681, nanosec=323611871), 
0.7598336343644716, -0.061551502378666696, 0.16166153441690298, builtin_interfaces.msg.Time(sec=1761339681, nanosec=435725817), 
0.7447952618594108, -0.04471157259080208, 0.15826123099174041, builtin_interfaces.msg.Time(sec=1761339681, nanosec=531652104), 
0.7300158768209571, -0.05135674311551905, 0.14298504040747925, builtin_interfaces.msg.Time(sec=1761339681, nanosec=627682555), 
0.7130739669836618, -0.05880742223212571, 0.1512866343798312, builtin_interfaces.msg.Time(sec=1761339681, nanosec=739094397), 
0.6980691291265876, -0.04489300714572808, 0.148489149951087, builtin_interfaces.msg.Time(sec=1761339681, nanosec=835732240), 
0.683867113216166, -0.04898707542006977, 0.1351717409989384, builtin_interfaces.msg.Time(sec=1761339681, nanosec=932656806), 
0.670710907352407, -0.045245515513438854, 0.13133677775394725, builtin_interfaces.msg.Time(sec=1761339682, nanosec=27684536), 
0.657794494737214, -0.04530752099130451, 0.12856635128527616, builtin_interfaces.msg.Time(sec=1761339682, nanosec=124320651), 
0.6419650627361401, -0.05460150517941764, 0.1366513838683013, builtin_interfaces.msg.Time(sec=1761339682, nanosec=235733405), 
0.6354614129776806, -0.01945812463104394, 0.10283458923615026, builtin_interfaces.msg.Time(sec=1761339682, nanosec=283735918), 
0.617095091767672, -0.12753722018684444, 0.1212232359211843, builtin_interfaces.msg.Time(sec=1761339682, nanosec=427692005), 
0.6048127086269725, -0.02844011530798628, 0.14812403205331534, builtin_interfaces.msg.Time(sec=1761339682, nanosec=522984040), 
0.5907522663674227, -0.04918369186382234, 0.12630384956103596, builtin_interfaces.msg.Time(sec=1761339682, nanosec=636728192), 
0.5789496309761988, -0.03458825555334615, 0.12347849274235939, builtin_interfaces.msg.Time(sec=1761339682, nanosec=731737170), 
0.5730148738812854, -0.020821741340814562, 0.08314854325207408, builtin_interfaces.msg.Time(sec=1761339682, nanosec=779864262), 
0.556683428388293, -0.11311332013018342, 0.10927618102531456, builtin_interfaces.msg.Time(sec=1761339682, nanosec=923601472), 
0.5420599481164026, -0.03391253680215077, 0.14264535167991144, builtin_interfaces.msg.Time(sec=1761339683, nanosec=35843890), 
0.5339591160610296, -0.024057547938703325, 0.11325161544764431, builtin_interfaces.msg.Time(sec=1761339683, nanosec=131695015), 
0.5249707977593001, -0.031257912732651896, 0.10207054616667155, builtin_interfaces.msg.Time(sec=1761339683, nanosec=227107836), 
0.513567911825692, -0.03983701496331807, 0.10073128638909438, builtin_interfaces.msg.Time(sec=1761339683, nanosec=323869436), 
0.5016559093524764, -0.04103557083669401, 0.10714571125494388, builtin_interfaces.msg.Time(sec=1761339683, nanosec=435806873), 
0.4932529823681834, -0.025022688892108583, 0.1046348724883752, builtin_interfaces.msg.Time(sec=1761339683, nanosec=531963201), 
0.48818027871004954, -0.01758491879367467, 0.09498472671845103, builtin_interfaces.msg.Time(sec=1761339683, nanosec=627942441), 
0.4781279913708669, -0.03491132505731663, 0.09316068295923581, builtin_interfaces.msg.Time(sec=1761339683, nanosec=723446805), 
0.4655997327634092, -0.04372665318713503, 0.09928561084957312, builtin_interfaces.msg.Time(sec=1761339683, nanosec=835956386), 
0.45709103187579747, -0.025208818697884175, 0.09720745392513808, builtin_interfaces.msg.Time(sec=1761339683, nanosec=931626743), 
0.44866304968305626, -0.029364658873180585, 0.08776494043806951, builtin_interfaces.msg.Time(sec=1761339684, nanosec=27952659), 
0.4395576431734315, -0.03150902300486046, 0.08607559710158791, builtin_interfaces.msg.Time(sec=1761339684, nanosec=123572436), 
0.4294911075514082, -0.03509223697528357, 0.09127037008368828, builtin_interfaces.msg.Time(sec=1761339684, nanosec=235745524), 
0.42031748035700917, -0.02726033299062194, 0.0894565046070434, builtin_interfaces.msg.Time(sec=1761339684, nanosec=331713077), 
0.41283448899292335, -0.025991393723410566, 0.0812503252545172, builtin_interfaces.msg.Time(sec=1761339684, nanosec=428793726), 
0.40350333583608033, -0.03203917997719957, 0.0857914646199235, builtin_interfaces.msg.Time(sec=1761339684, nanosec=539834445), 
0.3953847324103414, -0.0243712501709664, 0.08359294047372547, builtin_interfaces.msg.Time(sec=1761339684, nanosec=635754321), 
0.3871834565868624, -0.028500439344045215, 0.07585094281572395, builtin_interfaces.msg.Time(sec=1761339684, nanosec=731688666), 
0.3805018734388256, -0.023215818929903903, 0.07484853878376585, builtin_interfaces.msg.Time(sec=1761339684, nanosec=828817167), 
0.3732663300237235, -0.02483151474801433, 0.07294774804240274, builtin_interfaces.msg.Time(sec=1761339684, nanosec=923496305), 
0.36445713936297525, -0.03101419118239211, 0.07713592627699051, builtin_interfaces.msg.Time(sec=1761339685, nanosec=35759158), 
0.3577654736285119, -0.019869041140626566, 0.07605129704967424, builtin_interfaces.msg.Time(sec=1761339685, nanosec=131763027), 
0.35447290415436256, -0.011432072160027056, 0.051681586165062486, builtin_interfaces.msg.Time(sec=1761339685, nanosec=179759719), 
0.3429154506252864, -0.08026562559128149, 0.07298896472374618, builtin_interfaces.msg.Time(sec=1761339685, nanosec=339284327), 
0.3364674429346591, -0.013473381466486788, 0.0889137124939182, builtin_interfaces.msg.Time(sec=1761339685, nanosec=437765853), 
0.32988635451071785, -0.022275204603488197, 0.06472951955870491, builtin_interfaces.msg.Time(sec=1761339685, nanosec=531689435), 
0.32377160360901774, -0.02170115595215163, 0.06307143294351182, builtin_interfaces.msg.Time(sec=1761339685, nanosec=628867201), 
0.31787769346756034, -0.02021693639077003, 0.06208051056359902, builtin_interfaces.msg.Time(sec=1761339685, nanosec=723387528), 
0.3103248276087314, -0.026635772778726974, 0.06597136639399692, builtin_interfaces.msg.Time(sec=1761339685, nanosec=836765813), 
0.3039171536950234, -0.01883862773695451, 0.06472256541838797, builtin_interfaces.msg.Time(sec=1761339685, nanosec=931695218), 
0.3002448194800663, -0.012894965527127262, 0.05854588393984461, builtin_interfaces.msg.Time(sec=1761339686, nanosec=28827253), 
0.2947208931298455, -0.01895676110777393, 0.05738194748360016, builtin_interfaces.msg.Time(sec=1761339686, nanosec=123206091), 
0.2869004161730867, -0.02762087039313765, 0.06082700342720993, builtin_interfaces.msg.Time(sec=1761339686, nanosec=235753230), 
0.28071121083296463, -0.01833070538298941, 0.0599340130298726, builtin_interfaces.msg.Time(sec=1761339686, nanosec=331712711), 
0.2764301084293288, -0.01487121563887237, 0.054039704869258624, builtin_interfaces.msg.Time(sec=1761339686, nanosec=427827991), 
0.27154635180947206, -0.016937149569616606, 0.05287874039254319, builtin_interfaces.msg.Time(sec=1761339686, nanosec=523143363), 
0.2651847294398512, -0.022247626436096953, 0.056364880444005325, builtin_interfaces.msg.Time(sec=1761339686, nanosec=635775251), 
0.25949314066607654, -0.01684421962210998, 0.05535248820973839, builtin_interfaces.msg.Time(sec=1761339686, nanosec=731699521), 
0.2535544237252438, -0.02063682437834469, 0.049828232913411354, builtin_interfaces.msg.Time(sec=1761339686, nanosec=827857615), 
0.24666629794545294, -0.023877781173542667, 0.04882476680857065, builtin_interfaces.msg.Time(sec=1761339686, nanosec=924501453), 
0.24247367494716549, -0.014460735711149565, 0.05147335708891195, builtin_interfaces.msg.Time(sec=1761339687, nanosec=35776339), 
0.23747303144581425, -0.014979850593754632, 0.050185465990333765, builtin_interfaces.msg.Time(sec=1761339687, nanosec=131704458), 
0.23309127253172138, -0.015225841181120454, 0.04585908966631461, builtin_interfaces.msg.Time(sec=1761339687, nanosec=228721558), 
0.22875370305244896, -0.014903109792921088, 0.04484887711747513, builtin_interfaces.msg.Time(sec=1761339687, nanosec=324101379), 
0.22262140708194347, -0.021431143772383088, 0.047470532153937976, builtin_interfaces.msg.Time(sec=1761339687, nanosec=436783780), 
0.21827530732957692, -0.01285648783305138, 0.04634137542404994, builtin_interfaces.msg.Time(sec=1761339687, nanosec=531708397), 
0.21501322153498056, -0.01145500467525847, 0.041775611765890175, builtin_interfaces.msg.Time(sec=1761339687, nanosec=627857018), 
0.21052082328883664, -0.015574493596200127, 0.04135274833810337, builtin_interfaces.msg.Time(sec=1761339687, nanosec=724402468), 
0.2058332523996359, -0.016184332143395475, 0.04375957448315417, builtin_interfaces.msg.Time(sec=1761339687, nanosec=835784676), 
0.20144959365733747, -0.013118967625117857, 0.04269216604167318, builtin_interfaces.msg.Time(sec=1761339687, nanosec=931711852), 
0.1969303747901164, -0.01570364470099368, 0.038692029615788846, builtin_interfaces.msg.Time(sec=1761339688, nanosec=27895813), 
0.19369176484076697, -0.011223665968415932, 0.03798148773819794, builtin_interfaces.msg.Time(sec=1761339688, nanosec=124162288), 
0.18966442104385203, -0.013945124014408753, 0.040212874101894544, builtin_interfaces.msg.Time(sec=1761339688, nanosec=235790723), 
0.18560718505573448, -0.01211530015662393, 0.03955302132858553, builtin_interfaces.msg.Time(sec=1761339688, nanosec=332715369), 
0.1824778732207455, -0.010762009334512608, 0.03587573379568203, builtin_interfaces.msg.Time(sec=1761339688, nanosec=428757647), 
0.17920735576171176, -0.011350964481960497, 0.03485666144143157, builtin_interfaces.msg.Time(sec=1761339688, nanosec=523783218), 
0.1754720808545422, -0.013102700911138862, 0.037068576528663744, builtin_interfaces.msg.Time(sec=1761339688, nanosec=635784020), 
0.1716837458440595, -0.011274725843727148, 0.03648533807000963, builtin_interfaces.msg.Time(sec=1761339688, nanosec=731730920), 
0.1682765672199739, -0.011837028690124778, 0.032998223940081554, builtin_interfaces.msg.Time(sec=1761339688, nanosec=827845429), 
0.16619425019329867, -0.007221653450452584, 0.026875284796038058, builtin_interfaces.msg.Time(sec=1761339688, nanosec=891021896), 
0.16140160906231643, -0.02528705892434198, 0.034372229645668696, builtin_interfaces.msg.Time(sec=1761339689, nanosec=35795465), 
0.15819717305884193, -0.007378041046232004, 0.038976928047711495, builtin_interfaces.msg.Time(sec=1761339689, nanosec=131722722), 
0.1566198995756121, -0.005480797055869933, 0.022858408938467988, builtin_interfaces.msg.Time(sec=1761339689, nanosec=179794912), 
0.15132382694249605, -0.03672305223398424, 0.02982656400755046, builtin_interfaces.msg.Time(sec=1761339689, nanosec=323681188), 
0.14754658376886248, -0.008750529187911258, 0.0390267665861307, builtin_interfaces.msg.Time(sec=1761339689, nanosec=436837262), 
0.14450618736141543, -0.008956350581313173, 0.030680876696810563, builtin_interfaces.msg.Time(sec=1761339689, nanosec=531275884), 
0.14108960388907185, -0.01205927334949742, 0.027620753057327196, builtin_interfaces.msg.Time(sec=1761339689, nanosec=628142163), 
0.13779135583154206, -0.011349832269045833, 0.027055573376095855, builtin_interfaces.msg.Time(sec=1761339689, nanosec=722983924), 
0.13380957046979394, -0.013994486956535665, 0.02864191354495741, builtin_interfaces.msg.Time(sec=1761339689, nanosec=836350819), 
0.13157161335444673, -0.006580278176585315, 0.02800958031324535, builtin_interfaces.msg.Time(sec=1761339689, nanosec=931402734), 
0.12965008702824427, -0.006738515214562697, 0.025225182933455603, builtin_interfaces.msg.Time(sec=1761339690, nanosec=27919321), 
0.12540522757834321, -0.014660207058161068, 0.024940785171558497, builtin_interfaces.msg.Time(sec=1761339690, nanosec=124928715), 
0.12163383620395794, -0.012958852810980593, 0.02624716676220431, builtin_interfaces.msg.Time(sec=1761339690, nanosec=236955074), 
0.11817762817763777, -0.01028391311108061, 0.02518216337929829, builtin_interfaces.msg.Time(sec=1761339690, nanosec=331782596), 
0.11520863986333144, -0.010436450837927047, 0.022831285390734375, builtin_interfaces.msg.Time(sec=1761339690, nanosec=429884588), 
0.11118912653481797, -0.01365760010429917, 0.023852977967159992, builtin_interfaces.msg.Time(sec=1761339690, nanosec=539455387), 
0.10801415184268934, -0.009658822487697746, 0.023065753286990672, builtin_interfaces.msg.Time(sec=1761339690, nanosec=636806818), 
0.10478301289218034, -0.011063487262311872, 0.020769273820231887, builtin_interfaces.msg.Time(sec=1761339690, nanosec=731771615), 
0.10119516973954057, -0.01259358999679207, 0.020100917924323575, builtin_interfaces.msg.Time(sec=1761339690, nanosec=828858493), 
