acc_x, acc_y, angular_z, stamp, 
-0.06499181687439581,0.001318368909041634,0.00028920576078554774,697197000000,
-0.05032002440414259,0.03304293908804632,0.00015905175449596793,697202000000,
-0.08438145258870619,-0.012996832103355522,-0.000400204126917548,697208000000,
-0.06514136769169218,0.021566448690097266,-8.379973898012735e-05,697213000000,
-0.040179228891114624,-0.026921140146599815,-0.0003476291370676013,697218000000,
-0.05630114861676434,-0.007803761562838898,-4.622777718646707e-05,697223000000,
-0.05474032751248945,0.0017536632827268436,-4.114356647352006e-06,697229000000,
-0.053582350141910436,0.013305182587872477,-0.0002714540717998154,697234000000,
-0.06491592448654727,-0.023571334402654465,9.757702205086092e-05,697239000000,
-0.03975666779111893,0.0032189422678066395,-1.3718546585779179e-05,697244000000,
-0.061340098607401056,-0.019980986574474793,0.00034316549176787006,697249000000,
-0.0453966540287942,-0.012342021632677435,0.00013776067154046363,697254000000,
-0.04666627750724251,-0.0014241794350039732,-0.00019668640755302432,697259000000,
-0.05049798597692873,0.005287756445660603,0.0001454529608954786,697264000000,
-0.03965855656182311,0.01812822139873784,-0.00016551569194994136,697269000000,
-0.048197956855767894,0.021391075977302224,-1.918639173399867e-05,697274000000,
-0.04538184936804632,-0.006126045143709392,-0.0003104139622912577,697279000000,
-0.06396242701573808,0.013230501747526342,-7.406210424479404e-05,697284000000,
-0.046814136835729644,0.01637926540438528,0.00010949711303360227,697289000000,
-0.06895179240462433,0.041995980844349155,-0.00043589542549200524,697295000000,
-0.06626692889879374,-0.011653526537155012,-2.6831791824545247e-05,697301000000,
-0.07231746264251941,0.00900520841350113,0.00018834053834014222,697306000000,
-0.030631512230910853,-0.010260727544743945,-0.00019475122495399888,697311000000,
-0.04813469387802698,0.01353822153147226,4.917932759265708e-05,697316000000,
-0.05417530756131018,-0.037682245879966283,-0.00017795588292816001,697321000000,
-0.03679494409315058,0.017518993549935784,-8.032347008156491e-05,697326000000,
-0.07030942337935242,0.005392257339909526,-7.722878814208709e-05,697331000000,
-0.08328185253237945,-0.010667622943700963,-7.737769371919022e-05,697336000000,
-0.0466120676149935,-0.0003782297810799721,9.60970559206461e-05,697341000000,
-0.058338372247933666,-0.013773686593907118,0.0003376065857762761,697347000000,
-0.036922198439194545,0.012635700982963764,5.5945350606762875e-05,697352000000,
-0.055148075540219194,0.007582451335209623,0.00019980421112735314,697357000000,
-0.05760482018196049,-0.0015867374960051547,9.530103103028028e-05,697362000000,
-0.06608234793858687,0.019409692750889964,4.563638982444492e-05,697367000000,
-0.08814860299347947,0.004518424623920266,0.00017853592017672815,697372000000,
-0.036790434773971564,0.009931139230032183,5.346747097370627e-05,697379000000,
-0.041774615128806,0.00449037242403952,-0.00019134837988325163,697384000000,
-0.06698155083202051,0.008175648441630289,0.00028276441221397196,697389000000,
-0.038488359930623106,-0.03864137938486202,-0.00024082713334287165,697394000000,
-0.07286749802081476,0.039239182529296944,-0.0003796510925356224,697399000000,
-0.04645119297011766,0.012465797494793979,9.298127501774558e-05,697404000000,
-0.05541166796408824,-0.012440405999222559,0.00010987712915944747,697409000000,
-0.07917220165306538,-0.0021721809909744875,8.703878896507519e-05,697414000000,
-0.044676211445024,-0.0009877457776655127,0.0003656315990064824,697419000000,
-0.04574779707770464,0.031089286541714455,-9.196675396369003e-05,697424000000,
-0.04345565515237835,0.021568172752442476,-9.40996006709048e-05,697429000000,
-0.013171996491576105,0.0037072269724600674,-0.00013258377421339825,697434000000,
-0.04574813693583091,0.022192044285159297,-7.249937760722329e-05,697439000000,
-0.05121196478245763,-0.042465245781736174,-1.6953534737552792e-06,697445000000,
-0.04381142745579156,-0.0038332688115418094,0.00022142048791490073,697450000000,
-0.05402330195803593,-0.04282014212206023,-0.00011332556533108895,697455000000,
-0.0482771047725097,-0.004947387680160217,0.0002769679600531371,697460000000,
-0.06347182121736741,0.015386262099404946,0.0002289289016251743,697465000000,
-0.041388938365657366,0.006369685043279954,-0.0003172377990275045,697470000000,
-0.037412565017241065,0.008355824085123439,2.138849756265597e-05,697475000000,
-0.05888175932084369,0.03659223111951987,7.10765357590201e-05,697480000000,
-0.09055542985638063,0.0016596263503282846,0.00027451850518772907,697485000000,
-0.07766488867952419,0.005144574198158855,-0.00019860614134874308,697491000000,
-0.04681253655690747,0.003113839400801373,2.1947459587428483e-05,697496000000,
-0.034897230724904,0.015238797819458954,-0.00017980491872845734,697501000000,
-0.07250088973138973,-0.023195337291734393,0.00025924076159539346,697506000000,
-0.06543764398459698,0.030861014798698343,5.3330826666141166e-05,697511000000,
-0.056903299335315315,0.006513268270581374,8.347974415591527e-05,697516000000,
-0.0540611082172633,-0.025529163587761933,0.00038894311651300215,697521000000,
-0.04341572437238153,0.0090007190918813,-3.128954495689885e-05,697527000000,
-0.058846859126982586,0.006785100281551888,0.00017285354317177754,697532000000,
-0.06482665863495125,-0.004372518023339604,0.00026317310243153624,697537000000,
-0.06593285864045012,-0.0038886801966581635,9.562544377182593e-05,697544000000,
-0.08850309771528231,0.0021494335535190154,-2.283831042387366e-05,697549000000,
-0.043884067913187254,0.00155728683635664,-0.00025636324005534893,697554000000,
-0.03126405661451115,0.022855687752712888,0.00031706878516112903,697559000000,
-0.08049612051031574,0.012690849968613064,0.00019699138234926695,697564000000,
-0.0497950861176099,-0.04151116436816716,0.0002531591390295813,697569000000,
-0.07949528582210011,-0.0005952842859802276,-0.00020048230188861102,697574000000,
-0.07057179431994462,0.02566276346176897,-0.00010343613237911105,697579000000,
-0.041417614965950394,-0.003548511237857351,0.00017084053089521875,697584000000,
-0.07336099111326708,0.02420891318898478,0.00011142615039443618,697589000000,
-0.06431311675176024,-0.008592258115753563,5.2166515409003774e-05,697594000000,
-0.06418515689294786,0.02275309551826654,0.00017823994074566226,697599000000,
-0.04035741985884059,-0.015820304117039254,-0.0001501987641145136,697604000000,
-0.0549696019441995,-0.006423912417298689,0.00022212921128528343,697609000000,
-0.059645631333078916,-0.0004885881961479902,-1.4493539782843823e-05,697614000000,
-0.05019216871415363,0.023980460270988362,0.0001040801442092204,697619000000,
-0.04315117307355399,0.0064663556712437065,8.19605311879288e-05,697624000000,
-0.04420862634332341,0.03201635028526904,8.980181555836311e-05,697629000000,
-0.07105469959099248,-0.03473707731542132,-7.193268283996251e-05,697634000000,
-0.07531413512717611,-0.013369145594735097,2.6923714476191406e-05,697639000000,
-0.059004084378283056,-0.014361378965553794,-0.00028856067229072053,697644000000,
-0.055262567249659826,-0.03255147687781302,2.9170765571995203e-05,697649000000,
-0.04035513924583464,0.0016271868207531049,-2.42330916439135e-05,697654000000,
-0.05184667625407336,0.009438627302427258,0.00022265796361624227,697659000000,
-0.05480445720800822,-0.0026909998306960817,0.0001866380497318878,697665000000,
-0.06450262195351382,-0.02283976583191353,-3.5735553659762916e-05,697671000000,
-0.06602827824536386,0.02015685495043069,1.0109590464400035e-05,697676000000,
-0.08172817863992078,0.004856547380784377,0.00033603666280155,697681000000,
-0.06002049720464289,0.01049372276585203,-2.7012462528971925e-05,697686000000,
-0.03202161726120209,0.00892044265406278,-4.112497967232441e-05,697691000000,
-0.06607793069683322,-0.03226864544139146,0.00032427341867481257,697697000000,
-0.05134186921293587,0.02437483613909823,-0.00014932806466133033,697702000000,
-0.05669381642111916,0.036824410837301605,0.00019931186305214698,697707000000,
