odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
-0.31984591484069824, 0.06294120103120804, 0.06450607757474074, -5.66038881851821e-07, -4.4710786823998205e-06, 0.03973372424080798, 0.0809588300777694, -0.06200615536416134, 1764191246871833664, 
-0.31984540820121765, 0.0629408210515976, 0.06451118035386257, 0.0, 0.0, 0.03478670514199204, 0.06650912814438395, -0.040406569377352236, 1764191263772691081, 
-0.31984540820121765, 0.0629408210515976, 0.06451118035386257, 0.0, 0.0, 0.028787332102601027, 0.06310330527077071, -0.03436391250893442, 1764191263832674842, 
-0.31984540820121765, 0.0629408210515976, 0.06451118035386257, 0.0, 0.0, 0.03562164686218152, 0.06566836607446293, -0.03741765426623067, 1764191263982926676, 
-0.31984540820121765, 0.0629408210515976, 0.06451118035386257, 0.0, 0.0, 0.03798607536569376, 0.07694957562598423, -0.05073837060199576, 1764191264072958184, 
-0.31984540820121765, 0.0629408210515976, 0.06451118035386257, 0.0, 0.0, 0.0366693139981538, 0.07764367500405717, -0.04676482204302001, 1764191264262732205, 
-0.31959104537963867, 0.06282881647348404, 0.06451118035386257, 0.004939861210418824, 0.0, 0.036045981409779736, 0.07614048520809148, -0.04643934611792758, 1764191264382973019, 
-0.31447526812553406, 0.06311360746622086, 0.03225056072713136, 0.07275325316800925, -0.4000512957572937, 0.04386372734619506, 0.07113723041702211, -0.07698365106922182, 1764191264474099630, 
-0.3015463948249817, 0.06268389523029327, -0.01766765940192472, 0.1466779306014938, -0.5429813265800476, 0.06669286457872821, 0.06822971026115658, -0.16613412901125893, 1764191264572906528, 
-0.272153377532959, 0.06068119406700134, -0.12756185599947378, 0.130438623719758, -0.4277264475822449, 0.07955273499451614, 0.058195522100267835, -0.21390124707680783, 1764191264782954903, 
-0.26036426424980164, 0.059042103588581085, -0.17112369012857384, 0.13407012800895046, -0.4969089925289154, 0.09448146699741373, 0.06730797788653614, -0.29710533691226726, 1764191264872938226, 
-0.2469339668750763, 0.05643849074840546, -0.21846201399575513, 0.1343162297946917, -0.49278780817985535, 0.11775632138510109, 0.07201843931642761, -0.36511144436481807, 1764191264973004294, 
-0.2184656262397766, 0.04876236617565155, -0.3241000900770242, 0.137690903281244, -0.4910999834537506, 0.13225489966029802, 0.06129472824385752, -0.42653327284137976, 1764191265182959058, 
-0.1944691240787506, 0.03960200399160385, -0.41745343847317207, 0.13210103265190565, -0.4803808331489563, 0.1482894691947413, 0.045725686463443736, -0.4928385733954738, 1764191265372917505, 
-0.18295927345752716, 0.03410954400897026, -0.4647478130627471, 0.14786055711438417, -0.5480934381484985, 0.15948155805781325, 0.03878333039331055, -0.5528594202364233, 1764191265462954275, 
-0.16869990527629852, 0.026568684726953506, -0.5210680855260842, 0.13445812788685063, -0.45907068252563477, 0.18161448495990526, 0.03537082823254128, -0.6312623956216327, 1764191265582942637, 
-0.15023940801620483, 0.015051559545099735, -0.6145749922933469, 0.10250771831039848, -0.48242509365081787, 0.19928829922134092, 0.03906096543615445, -0.71655707131309, 1764191265772007909, 
-0.1423129141330719, 0.009388430044054985, -0.6602933528452944, 0.11575551068917138, -0.5221099257469177, 0.20819119913367565, 0.03164989220992884, -0.7710861783591264, 1764191265864022192, 
-0.13205407559871674, 0.0008220584131777287, -0.7200005692663065, 0.11059586345288867, -0.4944167733192444, 0.21324214973376357, 0.013658184482065641, -0.8467122538423697, 1764191265981962273, 
-0.12461522221565247, -0.005821628961712122, -0.7654363771784981, 0.10708316738101331, -0.505919873714447, 0.22576600713640385, 0.00419654036342735, -0.9139198101377453, 1764191266072975108, 
-0.11057958751916885, -0.020453086122870445, -0.8376516909426484, 0.09613211187610433, -0.1721055507659912, 0.23901011753533108, -0.008762656249155152, -0.958693152138959, 1764191266285353661, 
-0.10431164503097534, -0.028191151097416878, -0.8561758642455303, 0.10045181453887468, -0.2351013571023941, 0.2485339661441891, -0.016603632832592342, -0.992618944497215, 1764191266380960481, 
-0.09843417257070541, -0.035202253609895706, -0.9019376069674968, 0.0958912533495192, -0.5099024176597595, 0.25244788742927704, -0.025940125571287363, -1.0572744947382298, 1764191266472929389, 
-0.0923587828874588, -0.043407633900642395, -0.9562827756100625, 0.09401316533777804, -0.46397897601127625, 0.25821867513401386, -0.04394416889317693, -1.0731390918891592, 1764191266583183987, 
-0.08036930859088898, -0.05939892679452896, -0.9349311668604995, 0.10299543328734868, 0.15720485150814056, 0.2611333708242745, -0.05191142702145955, -1.0593746722238266, 1764191266780002925, 
-0.0747542753815651, -0.0671747624874115, -0.9446413531612464, 0.09999752073263171, -0.13561490178108215, 0.2737076287984996, -0.06110546711950787, -1.0861273078859779, 1764191266873069232, 
-0.06395962834358215, -0.08347352594137192, -1.0010861386893781, 0.09206297455721704, -0.20470334589481354, 0.2825839782633858, -0.06702788639849847, -1.1291664913597599, 1764191267083078719, 
-0.05838235095143318, -0.09132269769906998, -0.9759750678416197, 0.10055951959114122, 0.3724469244480133, 0.27793774971905416, -0.08117314773597155, -1.0913467897238007, 1764191267179953974, 
-0.05303655192255974, -0.09887772053480148, -0.9450918214405167, 0.10094931457073954, 0.2896786034107208, 0.29339658530638285, -0.09642241709216459, -1.079697295895794, 1764191267272945831, 
-0.046548329293727875, -0.10808675736188889, -0.951654197346266, 0.10280396967095345, -0.13321465253829956, 0.2964164559010295, -0.12049828117310457, -1.085682555017952, 1764191267374049307, 
-0.03529903665184975, -0.12467112392187119, -0.9926027341322786, 0.09677045439350293, -0.24132804572582245, 0.310320217615337, -0.1168403404677619, -1.1273997366580188, 1764191267578945756, 
-0.03045741282403469, -0.13276423513889313, -1.0089489600222241, 0.09913849421160456, -0.16322845220565796, 0.31198517915904583, -0.13484265990611513, -1.138345170346688, 1764191267672985659, 
-0.019198652356863022, -0.1515926718711853, -1.0269834470614383, 0.10312123454137652, -0.017011648043990135, 0.3144214018849264, -0.1509243049830896, -1.1425482352842549, 1764191267883500654, 
-0.014354695565998554, -0.15884196758270264, -1.0167550456729586, 0.08541411356007968, 0.1563192903995514, 0.31816255179089453, -0.16999963314762342, -1.12223224283386, 1764191267978967750, 
-0.009821949526667595, -0.16606082022190094, -0.99644817259439, 0.09164575691465182, 0.19424907863140106, 0.32177869230704675, -0.18826609596676291, -1.1094864138274094, 1764191268072980748, 
-0.0040951501578092575, -0.1741609424352646, -0.9873604300303681, 0.10509255661509365, 0.029421178624033928, 0.32759086422150513, -0.20333710882645842, -1.1027293045163027, 1764191268172869711, 
0.006824125070124865, -0.19093811511993408, -0.9911796857184295, 0.09770063686315145, 0.05346386134624481, 0.3410628703731008, -0.1874702225339618, -1.1190518358107695, 1764191268385139024, 
0.01805243268609047, -0.20717018842697144, -0.9833150826276194, 0.09884440020595635, 0.04695458337664604, 0.3465106931855942, -0.20126871017267906, -1.1102260174747693, 1764191268573110777, 
0.02319001965224743, -0.21424590051174164, -0.9665320470277186, 0.09370772523421603, 0.3004002273082733, 0.34536113596562357, -0.22060751096586298, -1.0782847865413852, 1764191268663200572, 
0.029533762484788895, -0.22327712178230286, -0.9270841194333873, 0.08949655960012666, 0.2691090703010559, 0.35088748267260955, -0.24264265029010815, -1.0331978114394005, 1764191268784613258, 
0.03452521935105324, -0.22953163087368011, -0.916763675786695, 0.08837667332410398, 0.07874806970357895, 0.36135769884519553, -0.2600063038109409, -1.0109158241104226, 1764191268873558433, 
0.04726114869117737, -0.2458885759115219, -0.9195196622407023, 0.08870481872705237, -0.1447608768939972, 0.3696513489301359, -0.27104885046512156, -1.034378383913981, 1764191269083264018, 
